packet_id,flow_id,priority,arrival_time_ms,outcome,service_time_ms,finish_time_ms,first_tx_time_ms,delivered_time_ms,waiting_ms,queue_delay_ms,tx_time_ms,sojourn_ms,deadline_ms,is_deadline_missed,tx_count,bler,is_success,snr_db,mcs,is_los,bits_per_slot,bits_sent_this_slot,remaining_bits_after,bandwidth_eff_mhz
HRP-000076,HRP,2,304,delivered,304,305,304,305,0,0,1,1,4,False,1,2.559943368396489e-10,True,42.86017376377775,16QAM,True,60000,256,0,20.0
ETC-000061,ETC,1,308,delivered,308,309,308,309,0,0,1,1,1,False,1,1.2799716841982445e-10,True,33.56365594831213,16QAM,False,60000,128,0,20.0
HRP-000077,HRP,2,308,delivered,309,310,309,310,1,1,1,2,4,False,1,2.559943368396489e-10,True,40.82823121869171,16QAM,True,60000,256,0,20.0
HRP-000078,HRP,2,312,delivered,312,313,312,313,0,0,1,1,4,False,1,2.559943368396489e-10,True,38.06150040570878,16QAM,False,60000,256,0,20.0
ETC-000062,ETC,1,313,delivered,313,314,313,314,0,0,1,1,1,False,1,1.2799716841982445e-10,True,32.75463773051271,16QAM,False,60000,128,0,20.0
HRP-000079,HRP,2,316,delivered,316,317,316,317,0,0,1,1,4,False,1,2.559943368396489e-10,True,44.80119247021166,16QAM,True,60000,256,0,20.0
ETC-000063,ETC,1,319,delivered,319,320,319,320,0,0,1,1,1,False,1,1.2799716841982445e-10,True,45.21185562561747,16QAM,True,60000,128,0,20.0
HRP-000080,HRP,2,320,delivered,320,321,320,321,0,0,1,1,4,False,1,2.559943368396489e-10,True,49.3442990596716,16QAM,True,60000,256,0,20.0
SRP-000016,SRP,3,320,delivered,321,322,321,322,1,1,1,2,50,False,1,1.5999646052478056e-09,True,32.35128451355884,16QAM,False,60000,1600,0,20.0
HRP-000081,HRP,2,324,delivered,324,325,324,325,0,0,1,1,4,False,1,2.559943368396489e-10,True,35.27668169361179,16QAM,False,60000,256,0,20.0
HRP-000082,HRP,2,328,delivered,328,329,328,329,0,0,1,1,4,False,1,2.559943368396489e-10,True,35.274388350129314,16QAM,True,60000,256,0,20.0
ETC-000064,ETC,1,329,delivered,329,330,329,330,0,0,1,1,1,False,1,1.2799716841982445e-10,True,46.43730672425232,16QAM,False,60000,128,0,20.0
HRP-000083,HRP,2,332,delivered,332,333,332,333,0,0,1,1,4,False,1,2.559943368396489e-10,True,27.157296058174914,16QAM,False,60000,256,0,20.0
HRP-000084,HRP,2,336,delivered,336,337,336,337,0,0,1,1,4,False,1,2.559943368396489e-10,True,41.09688190625069,16QAM,True,60000,256,0,20.0
ETC-000065,ETC,1,337,delivered,337,338,337,338,0,0,1,1,1,False,1,1.2799716841982445e-10,True,40.566606380053294,16QAM,False,60000,128,0,20.0
ETC-000066,ETC,1,339,delivered,339,340,339,340,0,0,1,1,1,False,1,1.2799716841982445e-10,True,47.23277482041027,16QAM,False,60000,128,0,20.0
ETC-000067,ETC,1,340,delivered,340,341,340,341,0,0,1,1,1,False,1,1.2799716841982445e-10,True,29.97992027551507,16QAM,False,60000,128,0,20.0
HRP-000085,HRP,2,340,delivered,341,342,341,342,1,1,1,2,4,False,1,2.559943368396489e-10,True,39.14978286376937,16QAM,False,60000,256,0,20.0
ETC-000068,ETC,1,342,delivered,342,343,342,343,0,0,1,1,1,False,1,1.2799716841982445e-10,True,34.74573049374716,16QAM,False,60000,128,0,20.0
SRP-000017,SRP,3,340,delivered,343,344,343,344,3,3,1,4,50,False,1,1.5999646052478056e-09,True,45.22760130171112,16QAM,True,60000,1600,0,20.0
ETC-000069,ETC,1,344,delivered,344,345,344,345,0,0,1,1,1,False,1,1.2799716841982445e-10,True,24.645319899901878,16QAM,False,60000,128,0,20.0
HRP-000086,HRP,2,344,delivered,345,346,345,346,1,1,1,2,4,False,1,2.559943368396489e-10,True,29.267072248155497,16QAM,False,60000,256,0,20.0
ETC-000070,ETC,1,346,delivered,346,347,346,347,0,0,1,1,1,False,1,1.2799716841982445e-10,True,46.07378878065771,16QAM,True,60000,128,0,20.0
HRP-000087,HRP,2,348,delivered,348,349,348,349,0,0,1,1,4,False,1,2.559943368396489e-10,True,34.91321982885224,16QAM,False,60000,256,0,20.0
HRP-000088,HRP,2,352,delivered,352,353,352,353,0,0,1,1,4,False,1,1.8817303214957448e-05,True,21.31490540784133,16QAM,False,60000,256,0,20.0
HRP-000089,HRP,2,356,delivered,356,357,356,357,0,0,1,1,4,False,1,2.559943368396489e-10,True,39.95832309569211,16QAM,False,60000,256,0,20.0
HRP-000090,HRP,2,360,delivered,360,361,360,361,0,0,1,1,4,False,1,2.559943368396489e-10,True,35.17529206339883,16QAM,True,60000,256,0,20.0
ETC-000071,ETC,1,361,delivered,361,362,361,362,0,0,1,1,1,False,1,1.2799716841982445e-10,True,42.13391354619843,16QAM,False,60000,128,0,20.0
SRP-000018,SRP,3,360,delivered,362,363,362,363,2,2,1,3,50,False,1,1.5999646052478056e-09,True,36.44613792210245,16QAM,True,60000,1600,0,20.0
HRP-000091,HRP,2,364,delivered,364,365,364,365,0,0,1,1,4,False,1,2.559943368396489e-10,True,46.97998317419359,16QAM,True,60000,256,0,20.0
HRP-000092,HRP,2,368,delivered,368,369,368,369,0,0,1,1,4,False,1,2.559943368396489e-10,True,34.44249542504879,16QAM,False,60000,256,0,20.0
ETC-000072,ETC,1,372,delivered,372,373,372,373,0,0,1,1,1,False,1,1.2799716841982445e-10,True,30.16120407411701,16QAM,True,60000,128,0,20.0
HRP-000093,HRP,2,372,delivered,373,374,373,374,1,1,1,2,4,False,1,2.559943368396489e-10,True,45.29486308288875,16QAM,True,60000,256,0,20.0
ETC-000073,ETC,1,374,delivered,374,375,374,375,0,0,1,1,1,False,1,1.2799716841982445e-10,True,43.3592591030512,16QAM,True,60000,128,0,20.0
HRP-000094,HRP,2,376,delivered,376,377,376,377,0,0,1,1,4,False,1,2.559943368396489e-10,True,42.915457799225905,16QAM,False,60000,256,0,20.0
ETC-000074,ETC,1,380,delivered,380,381,380,381,0,0,1,1,1,False,1,1.2799716841982445e-10,True,40.643242234421315,16QAM,True,60000,128,0,20.0
HRP-000095,HRP,2,380,delivered,381,382,381,382,1,1,1,2,4,False,1,2.559943368396489e-10,True,42.579317745596384,16QAM,True,60000,256,0,20.0
SRP-000019,SRP,3,380,delivered,382,383,382,383,2,2,1,3,50,False,1,1.5999646052478056e-09,True,33.90849284710628,16QAM,False,60000,1600,0,20.0
ETC-000075,ETC,1,383,delivered,383,384,383,384,0,0,1,1,1,False,1,1.2799716841982445e-10,True,50.60180589828329,16QAM,True,60000,128,0,20.0
HRP-000096,HRP,2,384,delivered,384,385,384,385,0,0,1,1,4,False,1,2.559943368396489e-10,True,51.82944462289721,16QAM,False,60000,256,0,20.0
HRP-000097,HRP,2,388,delivered,388,389,388,389,0,0,1,1,4,False,1,2.559943368396489e-10,True,36.27118424928325,16QAM,False,60000,256,0,20.0
HRP-000098,HRP,2,392,delivered,392,393,392,393,0,0,1,1,4,False,1,2.559943368396489e-10,True,40.47429569126241,16QAM,True,60000,256,0,20.0
ETC-000076,ETC,1,396,delivered,396,397,396,397,0,0,1,1,1,False,1,1.2799716841982445e-10,True,39.80592795238603,16QAM,False,60000,128,0,20.0
HRP-000099,HRP,2,396,delivered,397,398,397,398,1,1,1,2,4,False,1,2.559943368396489e-10,True,47.65144565615462,16QAM,True,60000,256,0,20.0
ETC-000077,ETC,1,400,delivered,400,401,400,401,0,0,1,1,1,False,1,1.2799716841982445e-10,True,50.85794757916672,16QAM,True,60000,128,0,20.0
HRP-000100,HRP,2,400,delivered,401,402,401,402,1,1,1,2,4,False,1,2.559943368396489e-10,True,49.40558863279691,16QAM,True,60000,256,0,20.0
ETC-000078,ETC,1,402,delivered,402,403,402,403,0,0,1,1,1,False,1,0.001476902505351152,True,12.532284148902132,QPSK,False,20000,128,0,20.0
SRP-000020,SRP,3,400,delivered,403,404,403,404,3,3,1,4,50,False,1,1.5999646052478056e-09,True,40.691259776924255,16QAM,False,60000,1600,0,20.0
ETC-000079,ETC,1,404,delivered,404,405,404,405,0,0,1,1,1,False,1,1.2799716841982445e-10,True,47.803933113230805,16QAM,True,60000,128,0,20.0
HRP-000101,HRP,2,404,delivered,405,406,405,406,1,1,1,2,4,False,1,2.559943368396489e-10,True,35.98106153653139,16QAM,False,60000,256,0,20.0
HRP-000102,HRP,2,408,delivered,408,409,408,409,0,0,1,1,4,False,1,2.559943368396489e-10,True,43.63673352816528,16QAM,True,60000,256,0,20.0
ETC-000080,ETC,1,409,delivered,409,410,409,410,0,0,1,1,1,False,1,1.2799716841982445e-10,True,35.866283059241695,16QAM,False,60000,128,0,20.0
ETC-000081,ETC,1,411,delivered,411,412,411,412,0,0,1,1,1,False,1,1.2799716841982445e-10,True,41.727225810720476,16QAM,False,60000,128,0,20.0
HRP-000103,HRP,2,412,delivered,412,413,412,413,0,0,1,1,4,False,1,2.559943368396489e-10,True,38.73300513632346,16QAM,True,60000,256,0,20.0
ETC-000082,ETC,1,416,delivered,416,417,416,417,0,0,1,1,1,False,1,1.2799716841982445e-10,True,26.634225814457245,16QAM,False,60000,128,0,20.0
HRP-000104,HRP,2,416,delivered,417,418,417,418,1,1,1,2,4,False,1,2.559943368396489e-10,True,43.44883036319578,16QAM,True,60000,256,0,20.0
HRP-000105,HRP,2,420,delivered,420,421,420,421,0,0,1,1,4,False,1,0.003814807124918551,True,19.263494086042886,16QAM,False,60000,256,0,20.0
SRP-000021,SRP,3,420,delivered,421,422,421,422,1,1,1,2,50,False,1,1.5999646052478056e-09,True,45.785617979923046,16QAM,True,60000,1600,0,20.0
HRP-000106,HRP,2,424,delivered,424,425,424,425,0,0,1,1,4,False,1,2.559943368396489e-10,True,44.24206184087136,16QAM,True,60000,256,0,20.0
ETC-000083,ETC,1,428,delivered,428,429,428,429,0,0,1,1,1,False,1,1.2799716841982445e-10,True,42.516661304969006,16QAM,False,60000,128,0,20.0
HRP-000107,HRP,2,428,delivered,429,430,429,430,1,1,1,2,4,False,1,2.559943368396489e-10,True,42.29348700273904,16QAM,True,60000,256,0,20.0
ETC-000084,ETC,1,431,delivered,431,432,431,432,0,0,1,1,1,False,1,1.2799716841982445e-10,True,32.166436626718905,16QAM,True,60000,128,0,20.0
HRP-000108,HRP,2,432,delivered,432,433,432,433,0,0,1,1,4,False,1,9.24956111703068e-10,True,16.717752746841146,QPSK,False,20000,256,0,20.0
ETC-000085,ETC,1,433,delivered,433,434,433,434,0,0,1,1,1,False,1,1.2799716841982445e-10,True,35.973937663826824,16QAM,True,60000,128,0,20.0
HRP-000109,HRP,2,436,delivered,436,437,436,437,0,0,1,1,4,False,1,2.559943368396489e-10,True,46.5679055610072,16QAM,True,60000,256,0,20.0
HRP-000110,HRP,2,440,delivered,440,441,440,441,0,0,1,1,4,False,1,2.559943368396489e-10,True,32.81928437800949,16QAM,False,60000,256,0,20.0
SRP-000022,SRP,3,440,delivered,441,442,441,442,1,1,1,2,50,False,1,1.5999646052478056e-09,True,25.36254458831934,16QAM,False,60000,1600,0,20.0
HRP-000111,HRP,2,444,delivered,444,445,444,445,0,0,1,1,4,False,1,2.559943368396489e-10,True,41.88021439449968,16QAM,True,60000,256,0,20.0
HRP-000112,HRP,2,448,delivered,448,449,448,449,0,0,1,1,4,False,1,2.559943368396489e-10,True,42.95149701758744,16QAM,True,60000,256,0,20.0
HRP-000113,HRP,2,452,delivered,452,453,452,453,0,0,1,1,4,False,1,2.559943368396489e-10,True,42.15514239095826,16QAM,True,60000,256,0,20.0
HRP-000114,HRP,2,456,delivered,456,457,456,457,0,0,1,1,4,False,1,2.559943368396489e-10,True,46.99118876020417,16QAM,True,60000,256,0,20.0
HRP-000115,HRP,2,460,delivered,460,461,460,461,0,0,1,1,4,False,1,2.559943368396489e-10,True,41.81914965118598,16QAM,False,60000,256,0,20.0
SRP-000023,SRP,3,460,delivered,461,462,461,462,1,1,1,2,50,False,1,1.5999646052478056e-09,True,47.91064058571535,16QAM,True,60000,1600,0,20.0
ETC-000086,ETC,1,464,delivered,464,465,464,465,0,0,1,1,1,False,1,1.2799716841982445e-10,True,46.401807835408874,16QAM,True,60000,128,0,20.0
HRP-000116,HRP,2,464,delivered,465,466,465,466,1,1,1,2,4,False,1,2.559943368396489e-10,True,36.374915283003034,16QAM,False,60000,256,0,20.0
ETC-000087,ETC,1,468,delivered,468,469,468,469,0,0,1,1,1,False,1,1.2799716841982445e-10,True,37.148546759942235,16QAM,False,60000,128,0,20.0
ETC-000088,ETC,1,469,delivered,469,470,469,470,0,0,1,1,1,False,1,1.2799716841982445e-10,True,39.366422806260886,16QAM,True,60000,128,0,20.0
ETC-000089,ETC,1,470,delivered,470,471,470,471,0,0,1,1,1,False,1,1.2799716841982445e-10,True,41.82333376516296,16QAM,False,60000,128,0,20.0
ETC-000090,ETC,1,471,delivered,471,472,471,472,0,0,1,1,1,False,1,1.2799716841982445e-10,True,43.62618412336411,16QAM,True,60000,128,0,20.0
HRP-000117,HRP,2,468,dropped_deadline,,472,,,4,,,,4,True,0,0.0,False,,,,0,0,256,20.0
HRP-000118,HRP,2,472,delivered,472,473,472,473,0,0,1,1,4,False,1,2.559943368396489e-10,True,43.0362020228082,16QAM,True,60000,256,0,20.0
ETC-000091,ETC,1,476,delivered,476,477,476,477,0,0,1,1,1,False,1,1.2799716841982445e-10,True,43.997696709027366,16QAM,True,60000,128,0,20.0
HRP-000119,HRP,2,476,delivered,477,478,477,478,1,1,1,2,4,False,1,2.559943368396489e-10,True,26.11108016935607,16QAM,False,60000,256,0,20.0
HRP-000120,HRP,2,480,delivered,480,481,480,481,0,0,1,1,4,False,1,2.559943368396489e-10,True,34.33011659750881,16QAM,False,60000,256,0,20.0
SRP-000024,SRP,3,480,delivered,481,482,481,482,1,1,1,2,50,False,1,1.5999646052478056e-09,True,35.106006077252886,16QAM,False,60000,1600,0,20.0
ETC-000092,ETC,1,484,delivered,484,485,484,485,0,0,1,1,1,False,1,1.2799716841982445e-10,True,48.458571951771646,16QAM,False,60000,128,0,20.0
HRP-000121,HRP,2,484,delivered,485,486,485,486,1,1,1,2,4,False,1,2.559943368396489e-10,True,33.88012328513128,16QAM,False,60000,256,0,20.0
ETC-000093,ETC,1,487,delivered,487,488,487,488,0,0,1,1,1,False,1,1.2799716841982445e-10,True,26.184792076694503,16QAM,False,60000,128,0,20.0
ETC-000094,ETC,1,488,delivered,488,489,488,489,0,0,1,1,1,False,1,1.2799716841982445e-10,True,36.850374503406364,16QAM,True,60000,128,0,20.0
HRP-000122,HRP,2,488,delivered,489,490,489,490,1,1,1,2,4,False,1,2.559943368396489e-10,True,47.440198287547176,16QAM,True,60000,256,0,20.0
ETC-000095,ETC,1,491,delivered,491,492,491,492,0,0,1,1,1,False,1,1.2799716841982445e-10,True,36.24825281272082,16QAM,False,60000,128,0,20.0
HRP-000123,HRP,2,492,delivered,492,493,492,493,0,0,1,1,4,False,1,2.559943368396489e-10,True,26.652682223984545,16QAM,False,60000,256,0,20.0
HRP-000124,HRP,2,496,delivered,496,497,496,497,0,0,1,1,4,False,1,2.559943368396489e-10,True,38.3676635274379,16QAM,False,60000,256,0,20.0
HRP-000125,HRP,2,500,delivered,500,501,500,501,0,0,1,1,4,False,1,2.559943368396489e-10,True,28.273759874911274,16QAM,False,60000,256,0,20.0
SRP-000025,SRP,3,500,delivered,501,502,501,502,1,1,1,2,50,False,1,1.5999646052478056e-09,True,40.87411275568938,16QAM,True,60000,1600,0,20.0
HRP-000126,HRP,2,504,delivered,504,505,504,505,0,0,1,1,4,False,1,2.559943368396489e-10,True,39.6732339588217,16QAM,True,60000,256,0,20.0
HRP-000127,HRP,2,508,delivered,508,509,508,509,0,0,1,1,4,False,1,2.559943368396489e-10,True,39.751345652552004,16QAM,True,60000,256,0,20.0
HRP-000128,HRP,2,512,delivered,512,513,512,513,0,0,1,1,4,False,1,2.559943368396489e-10,True,42.75715995088746,16QAM,True,60000,256,0,20.0
HRP-000129,HRP,2,516,delivered,516,517,516,517,0,0,1,1,4,False,1,2.559943368396489e-10,True,40.64001338127068,16QAM,True,60000,256,0,20.0
ETC-000096,ETC,1,519,delivered,519,520,519,520,0,0,1,1,1,False,1,1.2799716841982445e-10,True,32.49717585738787,16QAM,True,60000,128,0,20.0
HRP-000130,HRP,2,520,delivered,520,521,520,521,0,0,1,1,4,False,1,2.559943368396489e-10,True,40.28807817652013,16QAM,True,60000,256,0,20.0
SRP-000026,SRP,3,520,delivered,521,522,521,522,1,1,1,2,50,False,1,1.5999646052478056e-09,True,40.410649069261254,16QAM,True,60000,1600,0,20.0
ETC-000097,ETC,1,523,delivered,523,524,523,524,0,0,1,1,1,False,1,1.0160288810290297e-07,True,22.536186416559644,16QAM,False,60000,128,0,20.0
HRP-000131,HRP,2,524,delivered,524,525,524,525,0,0,1,1,4,False,1,2.559943368396489e-10,True,38.09230255982421,16QAM,True,60000,256,0,20.0
HRP-000132,HRP,2,528,tx_fail_requeue,528,529,528,,0,0,,,4,False,1,0.9959175258853331,False,6.143111340051166,QPSK,False,20000,0,256,20.0
HRP-000132,HRP,2,528,delivered,529,530,528,530,1,0,2,2,4,False,2,2.559943368396489e-10,True,28.86391908602902,16QAM,False,60000,256,0,20.0
HRP-000133,HRP,2,532,delivered,532,533,532,533,0,0,1,1,4,False,1,2.559943368396489e-10,True,44.58529173815017,16QAM,True,60000,256,0,20.0
HRP-000134,HRP,2,536,delivered,536,537,536,537,0,0,1,1,4,False,1,2.559943368396489e-10,True,47.41074272868281,16QAM,True,60000,256,0,20.0
HRP-000135,HRP,2,540,delivered,540,541,540,541,0,0,1,1,4,False,1,2.559943368396489e-10,True,44.592308110189435,16QAM,True,60000,256,0,20.0
ETC-000098,ETC,1,541,delivered,541,542,541,542,0,0,1,1,1,False,1,1.2799716841982445e-10,True,37.93602871152936,16QAM,True,60000,128,0,20.0
SRP-000027,SRP,3,540,delivered,542,543,542,543,2,2,1,3,50,False,1,1.5999646052478056e-09,True,45.11584992307482,16QAM,False,60000,1600,0,20.0
HRP-000136,HRP,2,544,delivered,544,545,544,545,0,0,1,1,4,False,1,2.559943368396489e-10,True,40.26623613120728,16QAM,False,60000,256,0,20.0
HRP-000137,HRP,2,548,delivered,548,549,548,549,0,0,1,1,4,False,1,2.559943368396489e-10,True,31.719926659810827,16QAM,True,60000,256,0,20.0
ETC-000099,ETC,1,551,delivered,551,552,551,552,0,0,1,1,1,False,1,1.2799716841982445e-10,True,32.49001387176182,16QAM,False,60000,128,0,20.0
ETC-000100,ETC,1,552,delivered,552,553,552,553,0,0,1,1,1,False,1,1.2799716841982445e-10,True,37.65440052428981,16QAM,False,60000,128,0,20.0
HRP-000138,HRP,2,552,delivered,553,554,553,554,1,1,1,2,4,False,1,2.559943368396489e-10,True,30.217278024495386,16QAM,False,60000,256,0,20.0
HRP-000139,HRP,2,556,delivered,556,557,556,557,0,0,1,1,4,False,1,2.559943368396489e-10,True,37.57271547459674,16QAM,True,60000,256,0,20.0
ETC-000101,ETC,1,559,delivered,559,560,559,560,0,0,1,1,1,False,1,1.2799716841982445e-10,True,34.13298939844207,16QAM,False,60000,128,0,20.0
HRP-000140,HRP,2,560,delivered,560,561,560,561,0,0,1,1,4,False,1,2.559943368396489e-10,True,41.170489517814204,16QAM,False,60000,256,0,20.0
SRP-000028,SRP,3,560,delivered,561,562,561,562,1,1,1,2,50,False,1,1.5999646052478056e-09,True,28.443481844532272,16QAM,True,60000,1600,0,20.0
HRP-000141,HRP,2,564,delivered,564,565,564,565,0,0,1,1,4,False,1,2.559943368396489e-10,True,25.80022606841119,16QAM,False,60000,256,0,20.0
ETC-000102,ETC,1,565,delivered,565,566,565,566,0,0,1,1,1,False,1,1.2799716841982445e-10,True,32.37694374820741,16QAM,False,60000,128,0,20.0
HRP-000142,HRP,2,568,delivered,568,569,568,569,0,0,1,1,4,False,1,5.249410484076122e-07,True,15.38763962483116,QPSK,False,20000,256,0,20.0
ETC-000103,ETC,1,569,delivered,569,570,569,570,0,0,1,1,1,False,1,1.2799716841982445e-10,True,42.57698878876188,16QAM,False,60000,128,0,20.0
ETC-000104,ETC,1,571,delivered,571,572,571,572,0,0,1,1,1,False,1,1.2799716841982445e-10,True,45.52685918199221,16QAM,True,60000,128,0,20.0
HRP-000143,HRP,2,572,delivered,572,573,572,573,0,0,1,1,4,False,1,2.559943368396489e-10,True,39.3439251037234,16QAM,True,60000,256,0,20.0
HRP-000144,HRP,2,576,delivered,576,577,576,577,0,0,1,1,4,False,1,2.559943368396489e-10,True,45.2742559969264,16QAM,True,60000,256,0,20.0
ETC-000105,ETC,1,577,delivered,577,578,577,578,0,0,1,1,1,False,1,1.2799716841982445e-10,True,28.751246457831094,16QAM,True,60000,128,0,20.0
ETC-000106,ETC,1,578,delivered,578,579,578,579,0,0,1,1,1,False,1,1.2799716841982445e-10,True,47.807947019234746,16QAM,True,60000,128,0,20.0
HRP-000145,HRP,2,580,delivered,580,581,580,581,0,0,1,1,4,False,1,2.559943368396489e-10,True,34.291031154716755,16QAM,False,60000,256,0,20.0
ETC-000107,ETC,1,581,delivered,581,582,581,582,0,0,1,1,1,False,1,1.2799716841982445e-10,True,32.07687625975826,16QAM,False,60000,128,0,20.0
SRP-000029,SRP,3,580,delivered,582,583,582,583,2,2,1,3,50,False,1,1.5999646052478056e-09,True,31.27399231982352,16QAM,False,60000,1600,0,20.0
HRP-000146,HRP,2,584,delivered,584,585,584,585,0,0,1,1,4,False,1,2.559943368396489e-10,True,40.22796113798626,16QAM,False,60000,256,0,20.0
ETC-000108,ETC,1,585,delivered,585,586,585,586,0,0,1,1,1,False,1,1.2799716841982445e-10,True,33.99833161960087,16QAM,False,60000,128,0,20.0
HRP-000147,HRP,2,588,delivered,588,589,588,589,0,0,1,1,4,False,1,2.559943368396489e-10,True,36.87725782074675,16QAM,True,60000,256,0,20.0
HRP-000148,HRP,2,592,delivered,592,593,592,593,0,0,1,1,4,False,1,2.559943368396489e-10,True,34.29372908196467,16QAM,False,60000,256,0,20.0
HRP-000149,HRP,2,596,delivered,596,597,596,597,0,0,1,1,4,False,1,2.559943368396489e-10,True,41.3494467366344,16QAM,True,60000,256,0,20.0
HRP-000150,HRP,2,600,delivered,600,601,600,601,0,0,1,1,4,False,1,2.559943368396489e-10,True,36.51425208120078,16QAM,False,60000,256,0,20.0
ETC-000109,ETC,1,601,delivered,601,602,601,602,0,0,1,1,1,False,1,1.2799716841982445e-10,True,36.004708173957034,16QAM,False,60000,128,0,20.0
SRP-000030,SRP,3,600,delivered,602,603,602,603,2,2,1,3,50,False,1,1.5999646052478056e-09,True,29.24298048014058,16QAM,False,60000,1600,0,20.0
HRP-000151,HRP,2,604,delivered,604,605,604,605,0,0,1,1,4,False,1,2.559943368396489e-10,True,47.93252801887712,16QAM,True,60000,256,0,20.0
HRP-000152,HRP,2,608,delivered,608,609,608,609,0,0,1,1,4,False,1,2.559943368396489e-10,True,42.922956751119145,16QAM,True,60000,256,0,20.0
ETC-000110,ETC,1,612,delivered,612,613,612,613,0,0,1,1,1,False,1,1.2799716841982445e-10,True,45.032787595349134,16QAM,False,60000,128,0,20.0
HRP-000153,HRP,2,612,delivered,613,614,613,614,1,1,1,2,4,False,1,2.559943368396489e-10,True,37.450817684643475,16QAM,False,60000,256,0,20.0
ETC-000111,ETC,1,614,delivered,614,615,614,615,0,0,1,1,1,False,1,1.2799716841982445e-10,True,39.74598457895922,16QAM,True,60000,128,0,20.0
HRP-000154,HRP,2,616,delivered,616,617,616,617,0,0,1,1,4,False,1,2.559943368396489e-10,True,46.43180422917732,16QAM,True,60000,256,0,20.0
ETC-000112,ETC,1,618,delivered,618,619,618,619,0,0,1,1,1,False,1,1.2799716841982445e-10,True,41.73553191846561,16QAM,True,60000,128,0,20.0
ETC-000113,ETC,1,619,delivered,619,620,619,620,0,0,1,1,1,False,1,1.2799716841982445e-10,True,44.54725987362862,16QAM,True,60000,128,0,20.0
HRP-000155,HRP,2,620,delivered,620,621,620,621,0,0,1,1,4,False,1,2.559943368396489e-10,True,29.684910147300126,16QAM,False,60000,256,0,20.0
SRP-000031,SRP,3,620,delivered,621,622,621,622,1,1,1,2,50,False,1,1.5999646052478056e-09,True,46.006219662944574,16QAM,True,60000,1600,0,20.0
HRP-000156,HRP,2,624,delivered,624,625,624,625,0,0,1,1,4,False,1,2.559943368396489e-10,True,37.58544981067979,16QAM,False,60000,256,0,20.0
HRP-000157,HRP,2,628,delivered,628,629,628,629,0,0,1,1,4,False,1,2.559943368396489e-10,True,39.47454540006632,16QAM,True,60000,256,0,20.0
ETC-000114,ETC,1,632,delivered,632,633,632,633,0,0,1,1,1,False,1,1.2799716841982445e-10,True,44.68178299715425,16QAM,False,60000,128,0,20.0
HRP-000158,HRP,2,632,delivered,633,634,633,634,1,1,1,2,4,False,1,2.559943368396489e-10,True,46.3196299383927,16QAM,True,60000,256,0,20.0
HRP-000159,HRP,2,636,delivered,636,637,636,637,0,0,1,1,4,False,1,2.559943368396489e-10,True,39.00881594735301,16QAM,True,60000,256,0,20.0
HRP-000160,HRP,2,640,delivered,640,641,640,641,0,0,1,1,4,False,1,2.559943368396489e-10,True,33.46593594608661,16QAM,True,60000,256,0,20.0
SRP-000032,SRP,3,640,delivered,641,642,641,642,1,1,1,2,50,False,1,1.5999646052478056e-09,True,47.2548027593641,16QAM,True,60000,1600,0,20.0
ETC-000115,ETC,1,643,delivered,643,644,643,644,0,0,1,1,1,False,1,1.2799716841982445e-10,True,41.476956590581,16QAM,True,60000,128,0,20.0
HRP-000161,HRP,2,644,delivered,644,645,644,645,0,0,1,1,4,False,1,2.559943368396489e-10,True,32.395483494775206,16QAM,True,60000,256,0,20.0
ETC-000116,ETC,1,645,delivered,645,646,645,646,0,0,1,1,1,False,1,1.2799716841982445e-10,True,26.471987186574303,16QAM,False,60000,128,0,20.0
HRP-000162,HRP,2,648,delivered,648,649,648,649,0,0,1,1,4,False,1,2.559943368396489e-10,True,17.120730768856276,QPSK,False,20000,256,0,20.0
ETC-000117,ETC,1,651,delivered,651,652,651,652,0,0,1,1,1,False,1,1.2799716841982445e-10,True,39.88631608307633,16QAM,True,60000,128,0,20.0
HRP-000163,HRP,2,652,delivered,652,653,652,653,0,0,1,1,4,False,1,2.559943368396489e-10,True,37.413397602926125,16QAM,False,60000,256,0,20.0
ETC-000118,ETC,1,656,delivered,656,657,656,657,0,0,1,1,1,False,1,1.2799716841982445e-10,True,27.363489961782598,16QAM,False,60000,128,0,20.0
ETC-000119,ETC,1,657,delivered,657,658,657,658,0,0,1,1,1,False,1,0.0010905993653057555,True,19.529235415017414,16QAM,False,60000,128,0,20.0
HRP-000164,HRP,2,656,delivered,658,659,658,659,2,2,1,3,4,False,1,2.559943368396489e-10,True,43.76531216016359,16QAM,True,60000,256,0,20.0
HRP-000165,HRP,2,660,delivered,660,661,660,661,0,0,1,1,4,False,1,2.559943368396489e-10,True,37.427109051762095,16QAM,True,60000,256,0,20.0
SRP-000033,SRP,3,660,delivered,661,662,661,662,1,1,1,2,50,False,1,1.5999646052478056e-09,True,43.31395106156932,16QAM,True,60000,1600,0,20.0
HRP-000166,HRP,2,664,delivered,664,665,664,665,0,0,1,1,4,False,1,2.559943368396489e-10,True,41.4345010677079,16QAM,False,60000,256,0,20.0
ETC-000120,ETC,1,665,delivered,665,666,665,666,0,0,1,1,1,False,1,1.2799716841982445e-10,True,43.93266835418431,16QAM,False,60000,128,0,20.0
HRP-000167,HRP,2,668,delivered,668,669,668,669,0,0,1,1,4,False,1,2.559943368396489e-10,True,33.4889027243947,16QAM,True,60000,256,0,20.0
