packet_id,ue_id,flow_id,flow_type,priority,size_bytes,arrival_time_ms,start_tx_time_ms,finish_time_ms,tx_duration_ms,deadline_ms,outcome,tx_count,is_deadline_missed,mcs,snr_db,bler
SRP-ue06-000001,6,SRP,SRP,3,200,20,22.0,23.0,1.0,50,delivered,1,False,16QAM,49.698587990720746,1.5999646052478056e-09
SRP-ue07-000001,7,SRP,SRP,3,200,20,22.0,23.0,1.0,50,delivered,1,False,16QAM,40.39542900524667,1.5999646052478056e-09
SRP-ue08-000001,8,SRP,SRP,3,200,20,22.0,23.0,1.0,50,delivered,1,False,16QAM,45.6700665193522,1.5999646052478056e-09
SRP-ue09-000001,9,SRP,SRP,3,200,20,22.0,24.0,2.0,50,delivered,2,False,16QAM,39.36914969599088,1.5999646052478056e-09
ETC-ue05-000005,5,ETC,ETC,1,16,21,21.0,22.0,1.0,1,delivered,1,False,16QAM,36.58500089100217,1.2799716841982445e-10
ETC-ue08-000003,8,ETC,ETC,1,16,21,21.0,22.0,1.0,1,delivered,1,False,16QAM,20.188834439906465,0.00023360468692867897
ETC-ue03-000002,3,ETC,ETC,1,16,22,22.0,23.0,1.0,1,delivered,1,False,16QAM,48.455849165173674,1.2799716841982445e-10
ETC-ue04-000002,4,ETC,ETC,1,16,22,22.0,23.0,1.0,1,delivered,1,False,16QAM,51.325725269241154,1.2799716841982445e-10
ETC-ue08-000004,8,ETC,ETC,1,16,22,22.0,23.0,1.0,1,delivered,1,False,16QAM,45.6700665193522,1.2799716841982445e-10
ETC-ue03-000003,3,ETC,ETC,1,16,23,23.0,24.0,1.0,1,delivered,1,False,16QAM,48.34914943267604,1.2799716841982445e-10
ETC-ue06-000002,6,ETC,ETC,1,16,23,23.0,24.0,1.0,1,delivered,1,False,16QAM,48.67555728454433,1.2799716841982445e-10
ETC-ue00-000007,0,ETC,ETC,1,16,24,24.0,25.0,1.0,1,delivered,1,False,16QAM,66.01742343872158,1.2799716841982445e-10
HRP-ue00-000006,0,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,66.01742343872158,2.559943368396489e-10
HRP-ue01-000006,1,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,59.49286890788058,2.559943368396489e-10
HRP-ue02-000006,2,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,59.61799085892214,2.559943368396489e-10
HRP-ue03-000006,3,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,35.88258027627765,2.559943368396489e-10
HRP-ue04-000006,4,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,41.5530664761156,2.559943368396489e-10
HRP-ue05-000006,5,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,43.894219247663465,2.559943368396489e-10
HRP-ue06-000006,6,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,52.100262560687696,2.559943368396489e-10
HRP-ue07-000006,7,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,47.59421131793205,2.559943368396489e-10
HRP-ue08-000006,8,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,46.47884483691159,2.559943368396489e-10
HRP-ue09-000006,9,HRP,HRP,2,32,24,24.0,25.0,1.0,4,delivered,1,False,16QAM,49.60993671454684,2.559943368396489e-10
ETC-ue07-000002,7,ETC,ETC,1,16,25,25.0,26.0,1.0,1,delivered,1,False,16QAM,45.29928125163009,1.2799716841982445e-10
ETC-ue09-000004,9,ETC,ETC,1,16,27,27.0,28.0,1.0,1,delivered,1,False,16QAM,35.52977338971803,1.2799716841982445e-10
ETC-ue05-000006,5,ETC,ETC,1,16,28,28.0,29.0,1.0,1,delivered,1,False,16QAM,52.740691883931405,1.2799716841982445e-10
HRP-ue00-000007,0,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,61.24772518208263,2.559943368396489e-10
HRP-ue01-000007,1,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,60.551835594028816,2.559943368396489e-10
HRP-ue02-000007,2,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,39.67590719580602,2.559943368396489e-10
HRP-ue03-000007,3,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,62.31348012525607,2.559943368396489e-10
HRP-ue04-000007,4,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,45.388446050491524,2.559943368396489e-10
HRP-ue05-000007,5,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,52.740691883931405,2.559943368396489e-10
HRP-ue06-000007,6,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,51.749919918828404,2.559943368396489e-10
HRP-ue07-000007,7,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,34.29326122239287,2.559943368396489e-10
HRP-ue08-000007,8,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,54.64521724336008,2.559943368396489e-10
HRP-ue09-000007,9,HRP,HRP,2,32,28,28.0,29.0,1.0,4,delivered,1,False,16QAM,43.02846187234366,2.559943368396489e-10
ETC-ue02-000005,2,ETC,ETC,1,16,29,29.0,30.0,1.0,1,delivered,1,False,16QAM,52.15460925677455,1.2799716841982445e-10
ETC-ue01-000004,1,ETC,ETC,1,16,30,30.0,31.0,1.0,1,delivered,1,False,16QAM,60.07733861276467,1.2799716841982445e-10
ETC-ue08-000005,8,ETC,ETC,1,16,30,30.0,31.0,1.0,1,delivered,1,False,16QAM,39.18744313069445,1.2799716841982445e-10
ETC-ue09-000005,9,ETC,ETC,1,16,31,31.0,32.0,1.0,1,delivered,1,False,16QAM,47.79296940899134,1.2799716841982445e-10
HRP-ue00-000008,0,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,60.15022888809544,2.559943368396489e-10
HRP-ue01-000008,1,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,56.156871866820495,2.559943368396489e-10
HRP-ue02-000008,2,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,49.754096011025,2.559943368396489e-10
HRP-ue03-000008,3,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,57.58123593524996,2.559943368396489e-10
HRP-ue04-000008,4,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,48.353158756984584,2.559943368396489e-10
HRP-ue05-000008,5,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,31.736385147957925,2.559943368396489e-10
HRP-ue06-000008,6,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,56.34917449685075,2.559943368396489e-10
HRP-ue07-000008,7,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,39.92576369534579,2.559943368396489e-10
HRP-ue08-000008,8,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,47.845699850210586,2.559943368396489e-10
HRP-ue09-000008,9,HRP,HRP,2,32,32,32.0,33.0,1.0,4,delivered,1,False,16QAM,18.769251297119215,0.009924845720244324
ETC-ue02-000006,2,ETC,ETC,1,16,33,33.0,34.0,1.0,1,delivered,1,False,16QAM,52.68550106179234,1.2799716841982445e-10
ETC-ue07-000003,7,ETC,ETC,1,16,33,33.0,34.0,1.0,1,delivered,1,False,16QAM,35.75583516497191,1.2799716841982445e-10
ETC-ue01-000005,1,ETC,ETC,1,16,35,35.0,36.0,1.0,1,delivered,1,False,16QAM,58.57453266297571,1.2799716841982445e-10
ETC-ue03-000004,3,ETC,ETC,1,16,35,35.0,36.0,1.0,1,delivered,1,False,16QAM,54.77670483921831,1.2799716841982445e-10
ETC-ue05-000007,5,ETC,ETC,1,16,36,36.0,37.0,1.0,1,delivered,1,False,16QAM,43.38389274329537,1.2799716841982445e-10
ETC-ue07-000004,7,ETC,ETC,1,16,36,36.0,37.0,1.0,1,delivered,1,False,16QAM,35.687242315257684,1.2799716841982445e-10
HRP-ue00-000009,0,HRP,HRP,2,32,36,36.0,37.0,1.0,4,delivered,1,False,16QAM,55.974725515569695,2.559943368396489e-10
HRP-ue01-000009,1,HRP,HRP,2,32,36,36.0,37.0,1.0,4,delivered,1,False,16QAM,58.70214927220285,2.559943368396489e-10
HRP-ue02-000009,2,HRP,HRP,2,32,36,36.0,37.0,1.0,4,delivered,1,False,16QAM,44.67943904223222,2.559943368396489e-10
HRP-ue03-000009,3,HRP,HRP,2,32,36,36.0,37.0,1.0,4,delivered,1,False,16QAM,52.88551939092761,2.559943368396489e-10
HRP-ue04-000009,4,HRP,HRP,2,32,36,36.0,37.0,1.0,4,delivered,1,False,16QAM,46.21876351530688,2.559943368396489e-10
HRP-ue05-000009,5,HRP,HRP,2,32,36,36.0,37.0,1.0,4,delivered,1,False,16QAM,43.38389274329537,2.559943368396489e-10
