packet_id,flow_id,priority,arrival_time_ms,outcome,service_time_ms,finish_time_ms,waiting_ms,sojourn_ms,deadline_ms,is_deadline_missed,tx_count,bler,is_success,snr_db,mcs,is_los
HRP-000006,HRP,2,24,delivered,25,26,1,2,4,False,1,2.559943368396489e-10,True,38.662983507433125,16QAM,True
HRP-000007,HRP,2,28,delivered,28,29,0,1,4,False,1,1.9359163161425386e-09,True,23.517438301900736,16QAM,False
HRP-000008,HRP,2,32,delivered,32,33,0,1,4,False,1,2.559943368396489e-10,True,28.756073770662496,16QAM,False
ETC-000006,ETC,1,36,delivered,36,37,0,1,1,False,1,7.250993150353935e-08,True,22.615077442493927,16QAM,False
ETC-000007,ETC,1,37,delivered,37,38,0,1,1,False,1,1.2799716841982445e-10,True,44.614654690648464,16QAM,False
HRP-000009,HRP,2,36,delivered,38,39,2,3,4,False,1,2.559943368396489e-10,True,31.163066744664796,16QAM,False
ETC-000008,ETC,1,40,delivered,40,41,0,1,1,False,1,1.2799716841982445e-10,True,47.065209929063215,16QAM,True
ETC-000009,ETC,1,41,delivered,41,42,0,1,1,False,1,1.2799716841982445e-10,True,46.483378303499315,16QAM,True
HRP-000010,HRP,2,40,delivered,42,43,2,3,4,False,1,2.559943368396489e-10,True,32.394137758214484,16QAM,False
ETC-000010,ETC,1,43,delivered,43,44,0,1,1,False,1,1.2799716841982445e-10,True,44.24530974041172,16QAM,True
HRP-000011,HRP,2,44,delivered,44,45,0,1,4,False,1,2.559943368396489e-10,True,38.25841011309442,16QAM,False
SRP-000002,SRP,3,40,delivered,45,46,5,6,50,False,1,1.5999646052478056e-09,True,48.477353236227174,16QAM,True
ETC-000011,ETC,1,47,delivered,47,48,0,1,1,False,1,1.2799716841982445e-10,True,46.0122197045682,16QAM,True
ETC-000012,ETC,1,48,delivered,48,49,0,1,1,False,1,1.2799716841982445e-10,True,28.908714140528296,16QAM,False
HRP-000012,HRP,2,48,delivered,49,50,1,2,4,False,1,2.559943368396489e-10,True,37.02263283709635,16QAM,False
ETC-000013,ETC,1,50,delivered,50,51,0,1,1,False,1,1.2799716841982445e-10,True,25.943770878457677,16QAM,False
HRP-000013,HRP,2,52,delivered,52,53,0,1,4,False,1,2.559943368396489e-10,True,37.127364590929744,16QAM,False
ETC-000014,ETC,1,56,delivered,56,57,0,1,1,False,1,1.2799716841982445e-10,True,29.020195745814657,16QAM,False
HRP-000014,HRP,2,56,delivered,57,58,1,2,4,False,1,2.559943368396489e-10,True,36.03969459798062,16QAM,False
ETC-000015,ETC,1,60,delivered,60,61,0,1,1,False,1,1.2799716841982445e-10,True,48.35947846461895,16QAM,True
HRP-000015,HRP,2,60,delivered,61,62,1,2,4,False,1,2.559943368396489e-10,True,28.29068597561218,16QAM,False
ETC-000016,ETC,1,62,delivered,62,63,0,1,1,False,1,1.2799716841982445e-10,True,37.499338459473584,16QAM,True
SRP-000003,SRP,3,60,delivered,63,64,3,4,50,False,1,1.5999646052478056e-09,True,43.067048682025444,16QAM,False
HRP-000016,HRP,2,64,delivered,64,65,0,1,4,False,1,2.559943368396489e-10,True,40.29348185011229,16QAM,False
ETC-000017,ETC,1,67,delivered,67,68,0,1,1,False,1,1.2799716841982445e-10,True,46.42958270628576,16QAM,True
HRP-000017,HRP,2,68,delivered,68,69,0,1,4,False,1,2.559943368396489e-10,True,39.60577438606532,16QAM,True
HRP-000018,HRP,2,72,delivered,72,73,0,1,4,False,1,2.559943368396489e-10,True,40.060742390928965,16QAM,False
ETC-000018,ETC,1,76,delivered,76,77,0,1,1,False,1,1.2799716841982445e-10,True,31.967755530822537,16QAM,False
ETC-000019,ETC,1,77,delivered,77,78,0,1,1,False,1,1.2799716841982445e-10,True,49.03010918837224,16QAM,False
HRP-000019,HRP,2,76,delivered,78,79,2,3,4,False,1,2.559943368396489e-10,True,35.387169162796525,16QAM,True
HRP-000020,HRP,2,80,delivered,80,81,0,1,4,False,1,2.559943368396489e-10,True,35.97081182801462,16QAM,False
SRP-000004,SRP,3,80,delivered,81,82,1,2,50,False,1,1.5999646052478056e-09,True,33.99115691258683,16QAM,False
HRP-000021,HRP,2,84,delivered,84,85,0,1,4,False,1,2.559943368396489e-10,True,43.856523367512246,16QAM,True
ETC-000020,ETC,1,86,delivered,86,87,0,1,1,False,1,1.2799716841982445e-10,True,37.08467175763976,16QAM,True
HRP-000022,HRP,2,88,delivered,88,89,0,1,4,False,1,2.559943368396489e-10,True,33.93617640640761,16QAM,True
ETC-000021,ETC,1,92,delivered,92,93,0,1,1,False,1,1.2799716841982445e-10,True,38.82532337099271,16QAM,False
HRP-000023,HRP,2,92,delivered,93,94,1,2,4,False,1,2.559943368396489e-10,True,41.046871499684045,16QAM,True
ETC-000022,ETC,1,95,delivered,95,96,0,1,1,False,1,1.2799716841982445e-10,True,43.07315277377909,16QAM,True
ETC-000023,ETC,1,96,delivered,96,97,0,1,1,False,1,1.2799716841982445e-10,True,46.848376400562486,16QAM,True
HRP-000024,HRP,2,96,delivered,97,98,1,2,4,False,1,2.559943368396489e-10,True,47.17600759894688,16QAM,True
HRP-000025,HRP,2,100,delivered,100,101,0,1,4,False,1,2.559943368396489e-10,True,45.67038876458803,16QAM,True
SRP-000005,SRP,3,100,delivered,101,102,1,2,50,False,1,1.5999646052478056e-09,True,37.810980870301705,16QAM,False
HRP-000026,HRP,2,104,delivered,104,105,0,1,4,False,1,2.559943368396489e-10,True,40.47577517807565,16QAM,True
HRP-000027,HRP,2,108,delivered,108,109,0,1,4,False,1,2.559943368396489e-10,True,52.95573796379933,16QAM,True
ETC-000024,ETC,1,112,delivered,112,113,0,1,1,False,1,1.2799716841982445e-10,True,41.73087479608852,16QAM,True
HRP-000028,HRP,2,112,delivered,113,114,1,2,4,False,1,2.559943368396489e-10,True,51.06806202681419,16QAM,False
ETC-000025,ETC,1,115,delivered,115,116,0,1,1,False,1,1.2799716841982445e-10,True,33.547681809512056,16QAM,False
ETC-000026,ETC,1,116,delivered,116,117,0,1,1,False,1,1.2799716841982445e-10,True,46.93673978980517,16QAM,True
ETC-000027,ETC,1,117,delivered,117,118,0,1,1,False,1,1.2799716841982445e-10,True,47.55833882217,16QAM,True
HRP-000029,HRP,2,116,delivered,118,119,2,3,4,False,1,2.559943368396489e-10,True,29.89789027808851,16QAM,False
HRP-000030,HRP,2,120,delivered,120,121,0,1,4,False,1,2.559943368396489e-10,True,36.57750992214015,16QAM,True
SRP-000006,SRP,3,120,delivered,121,122,1,2,50,False,1,0.0009934602726171526,True,13.712589157624905,QPSK,False
HRP-000031,HRP,2,124,delivered,124,125,0,1,4,False,1,2.559943368396489e-10,True,40.2036851176122,16QAM,False
ETC-000028,ETC,1,127,delivered,127,128,0,1,1,False,1,1.2799716841982445e-10,True,43.22405393856826,16QAM,True
HRP-000032,HRP,2,128,delivered,128,129,0,1,4,False,1,2.559943368396489e-10,True,36.5209930277378,16QAM,False
ETC-000029,ETC,1,132,delivered,132,133,0,1,1,False,1,1.2799716841982445e-10,True,34.242717140594586,16QAM,True
HRP-000033,HRP,2,132,delivered,133,134,1,2,4,False,1,2.559943368396489e-10,True,47.20304379873494,16QAM,True
HRP-000034,HRP,2,136,delivered,136,137,0,1,4,False,1,2.559943368396489e-10,True,29.987995208934134,16QAM,False
HRP-000035,HRP,2,140,delivered,140,141,0,1,4,False,1,2.559943368396489e-10,True,28.182259695495855,16QAM,False
ETC-000030,ETC,1,141,delivered,141,142,0,1,1,False,1,1.2799716841982445e-10,True,40.85832113099444,16QAM,True
SRP-000007,SRP,3,140,delivered,142,143,2,3,50,False,1,1.5999646052478056e-09,True,34.25926836956815,16QAM,False
HRP-000036,HRP,2,144,delivered,144,145,0,1,4,False,1,2.559943368396489e-10,True,36.869797515746,16QAM,False
ETC-000031,ETC,1,148,delivered,148,149,0,1,1,False,1,1.2799716841982445e-10,True,38.8983635779423,16QAM,True
HRP-000037,HRP,2,148,delivered,149,150,1,2,4,False,1,2.559943368396489e-10,True,38.395241771000286,16QAM,False
ETC-000032,ETC,1,152,delivered,152,153,0,1,1,False,1,1.2799716841982445e-10,True,42.12129326828883,16QAM,True
HRP-000038,HRP,2,152,delivered,153,154,1,2,4,False,1,2.559943368396489e-10,True,42.991914119419576,16QAM,True
HRP-000039,HRP,2,156,delivered,156,157,0,1,4,False,1,2.559943368396489e-10,True,48.33703287597295,16QAM,False
HRP-000040,HRP,2,160,delivered,160,161,0,1,4,False,1,2.559943368396489e-10,True,53.26898150087165,16QAM,False
SRP-000008,SRP,3,160,delivered,161,162,1,2,50,False,1,1.5999646052478056e-09,True,37.015982460922324,16QAM,True
HRP-000041,HRP,2,164,delivered,164,165,0,1,4,False,1,2.559943368396489e-10,True,49.111685740164376,16QAM,True
HRP-000042,HRP,2,168,delivered,168,169,0,1,4,False,1,2.559943368396489e-10,True,37.267347253222425,16QAM,True
ETC-000033,ETC,1,171,delivered,171,172,0,1,1,False,1,1.2799716841982445e-10,True,38.60633539915929,16QAM,True
HRP-000043,HRP,2,172,delivered,172,173,0,1,4,False,1,2.559943368396489e-10,True,42.25316072535047,16QAM,False
ETC-000034,ETC,1,174,delivered,174,175,0,1,1,False,1,1.2799716841982445e-10,True,29.741397925207316,16QAM,False
HRP-000044,HRP,2,176,delivered,176,177,0,1,4,False,1,2.559943368396489e-10,True,47.41352340352683,16QAM,True
ETC-000035,ETC,1,179,delivered,179,180,0,1,1,False,1,1.2799716841982445e-10,True,31.496819070677073,16QAM,False
HRP-000045,HRP,2,180,delivered,180,181,0,1,4,False,1,2.559943368396489e-10,True,39.651332466723176,16QAM,True
SRP-000009,SRP,3,180,delivered,181,182,1,2,50,False,1,1.5999646052478056e-09,True,38.03278024673283,16QAM,True
HRP-000046,HRP,2,184,delivered,184,185,0,1,4,False,1,2.559943368396489e-10,True,45.39793590414028,16QAM,True
ETC-000036,ETC,1,188,delivered,188,189,0,1,1,False,1,1.2799716841982445e-10,True,37.63918460480612,16QAM,True
HRP-000047,HRP,2,188,delivered,189,190,1,2,4,False,1,2.559943368396489e-10,True,40.8311880399297,16QAM,True
HRP-000048,HRP,2,192,delivered,192,193,0,1,4,False,1,2.559943368396489e-10,True,36.903412518144336,16QAM,False
ETC-000037,ETC,1,193,delivered,193,194,0,1,1,False,1,1.2799716841982445e-10,True,38.657451718895715,16QAM,True
HRP-000049,HRP,2,196,delivered,196,197,0,1,4,False,1,2.559943368396489e-10,True,35.95697211168483,16QAM,False
HRP-000050,HRP,2,200,delivered,200,201,0,1,4,False,1,2.559943368396489e-10,True,24.9948969431467,16QAM,False
SRP-000010,SRP,3,200,delivered,201,202,1,2,50,False,1,1.5999646052478056e-09,True,42.44544483012522,16QAM,True
ETC-000038,ETC,1,203,delivered,203,204,0,1,1,False,1,1.2799716841982445e-10,True,41.8775553428012,16QAM,True
HRP-000051,HRP,2,204,delivered,204,205,0,1,4,False,1,2.559943368396489e-10,True,50.942360036604114,16QAM,True
ETC-000039,ETC,1,208,delivered,208,209,0,1,1,False,1,1.2799716841982445e-10,True,45.12776676979271,16QAM,True
HRP-000052,HRP,2,208,delivered,209,210,1,2,4,False,1,2.559943368396489e-10,True,39.29267083056951,16QAM,False
HRP-000053,HRP,2,212,delivered,212,213,0,1,4,False,1,0.00018249729534047798,True,20.548503773374875,16QAM,False
ETC-000040,ETC,1,215,delivered,215,216,0,1,1,False,1,1.2799716841982445e-10,True,37.938687318016456,16QAM,True
ETC-000041,ETC,1,216,delivered,216,217,0,1,1,False,1,1.2799716841982445e-10,True,41.12628686888758,16QAM,True
HRP-000054,HRP,2,216,delivered,217,218,1,2,4,False,1,2.559943368396489e-10,True,33.56754092728251,16QAM,False
ETC-000042,ETC,1,218,delivered,218,219,0,1,1,False,1,1.2799716841982445e-10,True,43.21325024973352,16QAM,True
ETC-000043,ETC,1,220,delivered,220,221,0,1,1,False,1,1.2799716841982445e-10,True,35.86411823949478,16QAM,False
ETC-000044,ETC,1,221,delivered,221,222,0,1,1,False,1,1.2799716841982445e-10,True,40.36887455864915,16QAM,False
HRP-000055,HRP,2,220,delivered,222,223,2,3,4,False,1,2.559943368396489e-10,True,43.22060201359827,16QAM,True
ETC-000045,ETC,1,223,delivered,223,224,0,1,1,False,1,1.2799716841982445e-10,True,40.42205879834427,16QAM,False
ETC-000046,ETC,1,224,delivered,224,225,0,1,1,False,1,1.2799716841982445e-10,True,34.12724071385117,16QAM,True
HRP-000056,HRP,2,224,delivered,225,226,1,2,4,False,1,2.559943368396489e-10,True,49.53362143305463,16QAM,True
ETC-000047,ETC,1,226,delivered,226,227,0,1,1,False,1,1.2799716841982445e-10,True,43.05620420452239,16QAM,True
SRP-000011,SRP,3,220,delivered,227,228,7,8,50,False,1,1.5999646052478056e-09,True,32.56741197675295,16QAM,True
HRP-000057,HRP,2,228,delivered,228,229,0,1,4,False,1,3.617714128267835e-09,True,23.397549083096386,16QAM,False
ETC-000048,ETC,1,232,delivered,232,233,0,1,1,False,1,1.2799716841982445e-10,True,30.897200074609216,16QAM,True
HRP-000058,HRP,2,232,delivered,233,234,1,2,4,False,1,2.559943368396489e-10,True,33.88039338618765,16QAM,False
ETC-000049,ETC,1,235,delivered,235,236,0,1,1,False,1,1.2799716841982445e-10,True,43.52796143885453,16QAM,True
HRP-000059,HRP,2,236,delivered,236,237,0,1,4,False,1,2.559943368396489e-10,True,40.766323239967896,16QAM,False
ETC-000050,ETC,1,238,delivered,238,239,0,1,1,False,1,1.2799716841982445e-10,True,40.95534608135565,16QAM,False
ETC-000051,ETC,1,240,delivered,240,241,0,1,1,False,1,1.2799716841982445e-10,True,44.368027732407135,16QAM,True
HRP-000060,HRP,2,240,delivered,241,242,1,2,4,False,1,2.559943368396489e-10,True,37.973806989817156,16QAM,True
ETC-000052,ETC,1,242,delivered,242,243,0,1,1,False,1,1.2799716841982445e-10,True,31.173090643459304,16QAM,False
SRP-000012,SRP,3,240,delivered,243,244,3,4,50,False,1,1.5999646052478056e-09,True,42.726866022455575,16QAM,False
HRP-000061,HRP,2,244,delivered,244,245,0,1,4,False,1,2.559943368396489e-10,True,40.84586705669949,16QAM,False
HRP-000062,HRP,2,248,delivered,248,249,0,1,4,False,1,2.559943368396489e-10,True,39.777777939850125,16QAM,True
HRP-000063,HRP,2,252,delivered,252,253,0,1,4,False,1,2.559943368396489e-10,True,30.340275207647323,16QAM,False
ETC-000053,ETC,1,256,delivered,256,257,0,1,1,False,1,1.2799716841982445e-10,True,37.61396208321025,16QAM,True
HRP-000064,HRP,2,256,delivered,257,258,1,2,4,False,1,2.559943368396489e-10,True,37.15230996256911,16QAM,False
HRP-000065,HRP,2,260,delivered,260,261,0,1,4,False,1,3.0439493523548578e-06,True,21.84692751435645,16QAM,False
SRP-000013,SRP,3,260,delivered,261,262,1,2,50,False,1,1.5999646052478056e-09,True,42.76167841825043,16QAM,False
ETC-000054,ETC,1,262,delivered,262,263,0,1,1,False,1,1.2799716841982445e-10,True,34.80554190425087,16QAM,True
HRP-000066,HRP,2,264,delivered,264,265,0,1,4,False,1,2.559943368396489e-10,True,52.17751653720928,16QAM,False
ETC-000055,ETC,1,267,delivered,267,268,0,1,1,False,1,1.2799716841982445e-10,True,39.85953400436665,16QAM,False
ETC-000056,ETC,1,268,delivered,268,269,0,1,1,False,1,0.0026120626002762437,True,19.107624168597663,16QAM,False
HRP-000067,HRP,2,268,delivered,269,270,1,2,4,False,1,2.559943368396489e-10,True,43.93199978745618,16QAM,True
HRP-000068,HRP,2,272,delivered,272,273,0,1,4,False,1,2.559943368396489e-10,True,41.41928429121481,16QAM,False
ETC-000057,ETC,1,275,delivered,275,276,0,1,1,False,1,1.2799716841982445e-10,True,38.54834329605273,16QAM,True
ETC-000058,ETC,1,276,delivered,276,277,0,1,1,False,1,1.2799716841982445e-10,True,40.49144732324227,16QAM,True
HRP-000069,HRP,2,276,delivered,277,278,1,2,4,False,1,2.559943368396489e-10,True,41.5753199786008,16QAM,False
ETC-000059,ETC,1,279,delivered,279,280,0,1,1,False,1,1.2799716841982445e-10,True,34.77771858089932,16QAM,False
HRP-000070,HRP,2,280,delivered,280,281,0,1,4,False,1,2.559943368396489e-10,True,41.42095533157441,16QAM,False
SRP-000014,SRP,3,280,delivered,281,282,1,2,50,False,1,1.5999646052478056e-09,True,38.56575322188255,16QAM,True
HRP-000071,HRP,2,284,delivered,284,285,0,1,4,False,1,2.559943368396489e-10,True,59.34326443830186,16QAM,True
HRP-000072,HRP,2,288,delivered,288,289,0,1,4,False,1,2.559943368396489e-10,True,26.266086751380207,16QAM,False
HRP-000073,HRP,2,292,delivered,292,293,0,1,4,False,1,2.559943368396489e-10,True,44.30540450894221,16QAM,True
HRP-000074,HRP,2,296,delivered,296,297,0,1,4,False,1,2.559943368396489e-10,True,34.37556305627783,16QAM,False
HRP-000075,HRP,2,300,delivered,300,301,0,1,4,False,1,2.559943368396489e-10,True,25.565230416467436,16QAM,False
SRP-000015,SRP,3,300,delivered,301,302,1,2,50,False,1,1.5999646052478056e-09,True,31.158825014897346,16QAM,False
ETC-000060,ETC,1,302,delivered,302,303,0,1,1,False,1,1.2799716841982445e-10,True,43.60721070302549,16QAM,True
HRP-000076,HRP,2,304,delivered,304,305,0,1,4,False,1,2.559943368396489e-10,True,42.84851666488639,16QAM,True
ETC-000061,ETC,1,308,delivered,308,309,0,1,1,False,1,1.2799716841982445e-10,True,33.54983008683631,16QAM,False
HRP-000077,HRP,2,308,delivered,309,310,1,2,4,False,1,2.559943368396489e-10,True,40.81657411980035,16QAM,True
HRP-000078,HRP,2,312,delivered,312,313,0,1,4,False,1,2.559943368396489e-10,True,38.04767454423296,16QAM,False
ETC-000062,ETC,1,313,delivered,313,314,0,1,1,False,1,1.2799716841982445e-10,True,32.7408118690369,16QAM,False
HRP-000079,HRP,2,316,delivered,316,317,0,1,4,False,1,2.559943368396489e-10,True,44.7895353713203,16QAM,True
ETC-000063,ETC,1,319,delivered,319,320,0,1,1,False,1,1.2799716841982445e-10,True,45.200198526726105,16QAM,True
HRP-000080,HRP,2,320,delivered,320,321,0,1,4,False,1,2.559943368396489e-10,True,49.332641960780236,16QAM,True
SRP-000016,SRP,3,320,delivered,321,322,1,2,50,False,1,1.5999646052478056e-09,True,32.337458652083015,16QAM,False
HRP-000081,HRP,2,324,delivered,324,325,0,1,4,False,1,2.559943368396489e-10,True,35.26285583213597,16QAM,False
HRP-000082,HRP,2,328,delivered,328,329,0,1,4,False,1,2.559943368396489e-10,True,35.26273125123795,16QAM,True
ETC-000064,ETC,1,329,delivered,329,330,0,1,1,False,1,1.2799716841982445e-10,True,46.4234808627765,16QAM,False
HRP-000083,HRP,2,332,delivered,332,333,0,1,4,False,1,2.559943368396489e-10,True,27.143470196699088,16QAM,False
HRP-000084,HRP,2,336,delivered,336,337,0,1,4,False,1,2.559943368396489e-10,True,41.085224807359324,16QAM,True
ETC-000065,ETC,1,337,delivered,337,338,0,1,1,False,1,1.2799716841982445e-10,True,40.55278051857747,16QAM,False
ETC-000066,ETC,1,339,delivered,339,340,0,1,1,False,1,1.2799716841982445e-10,True,47.21894895893445,16QAM,False
ETC-000067,ETC,1,340,delivered,340,341,0,1,1,False,1,1.2799716841982445e-10,True,29.966094414039244,16QAM,False
HRP-000085,HRP,2,340,delivered,341,342,1,2,4,False,1,2.559943368396489e-10,True,39.13595700229354,16QAM,False
ETC-000068,ETC,1,342,delivered,342,343,0,1,1,False,1,1.2799716841982445e-10,True,34.73190463227133,16QAM,False
SRP-000017,SRP,3,340,delivered,343,344,3,4,50,False,1,1.5999646052478056e-09,True,45.215944202819756,16QAM,True
ETC-000069,ETC,1,344,delivered,344,345,0,1,1,False,1,1.2799716841982445e-10,True,24.631494038426055,16QAM,False
HRP-000086,HRP,2,344,delivered,345,346,1,2,4,False,1,2.559943368396489e-10,True,29.25324638667967,16QAM,False
ETC-000070,ETC,1,346,delivered,346,347,0,1,1,False,1,1.2799716841982445e-10,True,46.06213168176634,16QAM,True
HRP-000087,HRP,2,348,delivered,348,349,0,1,4,False,1,2.559943368396489e-10,True,34.89939396737641,16QAM,False
HRP-000088,HRP,2,352,delivered,352,353,0,1,4,False,1,1.9673869992908877e-05,True,21.301079546365504,16QAM,False
HRP-000089,HRP,2,356,delivered,356,357,0,1,4,False,1,2.559943368396489e-10,True,39.944497234216286,16QAM,False
HRP-000090,HRP,2,360,delivered,360,361,0,1,4,False,1,2.559943368396489e-10,True,35.163634964507466,16QAM,True
ETC-000071,ETC,1,361,delivered,361,362,0,1,1,False,1,1.2799716841982445e-10,True,42.1200876847226,16QAM,False
SRP-000018,SRP,3,360,delivered,362,363,2,3,50,False,1,1.5999646052478056e-09,True,36.43448082321109,16QAM,True
HRP-000091,HRP,2,364,delivered,364,365,0,1,4,False,1,2.559943368396489e-10,True,46.96832607530223,16QAM,True
HRP-000092,HRP,2,368,delivered,368,369,0,1,4,False,1,2.559943368396489e-10,True,34.42866956357297,16QAM,False
ETC-000072,ETC,1,372,delivered,372,373,0,1,1,False,1,1.2799716841982445e-10,True,30.149546975225647,16QAM,True
HRP-000093,HRP,2,372,delivered,373,374,1,2,4,False,1,2.559943368396489e-10,True,45.28320598399739,16QAM,True
ETC-000073,ETC,1,374,delivered,374,375,0,1,1,False,1,1.2799716841982445e-10,True,43.34760200415984,16QAM,True
HRP-000094,HRP,2,376,delivered,376,377,0,1,4,False,1,2.559943368396489e-10,True,42.90163193775008,16QAM,False
ETC-000074,ETC,1,380,delivered,380,381,0,1,1,False,1,1.2799716841982445e-10,True,40.63158513552995,16QAM,True
HRP-000095,HRP,2,380,delivered,381,382,1,2,4,False,1,2.559943368396489e-10,True,42.56766064670502,16QAM,True
SRP-000019,SRP,3,380,delivered,382,383,2,3,50,False,1,1.5999646052478056e-09,True,33.894666985630465,16QAM,False
ETC-000075,ETC,1,383,delivered,383,384,0,1,1,False,1,1.2799716841982445e-10,True,50.590148799391926,16QAM,True
HRP-000096,HRP,2,384,delivered,384,385,0,1,4,False,1,2.559943368396489e-10,True,51.81561876142139,16QAM,False
HRP-000097,HRP,2,388,delivered,388,389,0,1,4,False,1,2.559943368396489e-10,True,36.25735838780742,16QAM,False
HRP-000098,HRP,2,392,delivered,392,393,0,1,4,False,1,2.559943368396489e-10,True,40.46263859237104,16QAM,True
ETC-000076,ETC,1,396,delivered,396,397,0,1,1,False,1,1.2799716841982445e-10,True,39.792102090910205,16QAM,False
HRP-000099,HRP,2,396,delivered,397,398,1,2,4,False,1,2.559943368396489e-10,True,47.63978855726326,16QAM,True
ETC-000077,ETC,1,400,delivered,400,401,0,1,1,False,1,1.2799716841982445e-10,True,50.84629048027536,16QAM,True
HRP-000100,HRP,2,400,delivered,401,402,1,2,4,False,1,2.559943368396489e-10,True,49.39393153390555,16QAM,True
ETC-000078,ETC,1,402,delivered,402,403,0,1,1,False,1,0.001521727694297148,True,12.518458287426313,QPSK,False
SRP-000020,SRP,3,400,delivered,403,404,3,4,50,False,1,1.5999646052478056e-09,True,40.67743391544843,16QAM,False
ETC-000079,ETC,1,404,delivered,404,405,0,1,1,False,1,1.2799716841982445e-10,True,47.79227601433944,16QAM,True
HRP-000101,HRP,2,404,delivered,405,406,1,2,4,False,1,2.559943368396489e-10,True,35.967235675055576,16QAM,False
HRP-000102,HRP,2,408,delivered,408,409,0,1,4,False,1,2.559943368396489e-10,True,43.62507642927392,16QAM,True
ETC-000080,ETC,1,409,delivered,409,410,0,1,1,False,1,1.2799716841982445e-10,True,35.852457197765865,16QAM,False
ETC-000081,ETC,1,411,delivered,411,412,0,1,1,False,1,1.2799716841982445e-10,True,41.71339994924465,16QAM,False
HRP-000103,HRP,2,412,delivered,412,413,0,1,4,False,1,2.559943368396489e-10,True,38.7213480374321,16QAM,True
ETC-000082,ETC,1,416,delivered,416,417,0,1,1,False,1,1.2799716841982445e-10,True,26.620399952981423,16QAM,False
HRP-000104,HRP,2,416,delivered,417,418,1,2,4,False,1,2.559943368396489e-10,True,43.43717326430442,16QAM,True
HRP-000105,HRP,2,420,delivered,420,421,0,1,4,False,1,0.003923974247460826,True,19.24966822456706,16QAM,False
SRP-000021,SRP,3,420,delivered,421,422,1,2,50,False,1,1.5999646052478056e-09,True,45.773960881031684,16QAM,True
HRP-000106,HRP,2,424,delivered,424,425,0,1,4,False,1,2.559943368396489e-10,True,44.230404741979996,16QAM,True
ETC-000083,ETC,1,428,delivered,428,429,0,1,1,False,1,1.2799716841982445e-10,True,42.50283544349319,16QAM,False
HRP-000107,HRP,2,428,delivered,429,430,1,2,4,False,1,2.559943368396489e-10,True,42.28182990384768,16QAM,True
ETC-000084,ETC,1,431,delivered,431,432,0,1,1,False,1,1.2799716841982445e-10,True,32.15477952782754,16QAM,True
HRP-000108,HRP,2,432,delivered,432,433,0,1,4,False,1,9.981704351957887e-10,True,16.70392688536532,QPSK,False
ETC-000085,ETC,1,433,delivered,433,434,0,1,1,False,1,1.2799716841982445e-10,True,35.96228056493546,16QAM,True
HRP-000109,HRP,2,436,delivered,436,437,0,1,4,False,1,2.559943368396489e-10,True,46.55624846211584,16QAM,True
HRP-000110,HRP,2,440,delivered,440,441,0,1,4,False,1,2.559943368396489e-10,True,32.80545851653366,16QAM,False
SRP-000022,SRP,3,440,delivered,441,442,1,2,50,False,1,1.5999646052478056e-09,True,25.34871872684352,16QAM,False
HRP-000111,HRP,2,444,delivered,444,445,0,1,4,False,1,2.559943368396489e-10,True,41.86855729560832,16QAM,True
HRP-000112,HRP,2,448,delivered,448,449,0,1,4,False,1,2.559943368396489e-10,True,42.93983991869608,16QAM,True
HRP-000113,HRP,2,452,delivered,452,453,0,1,4,False,1,2.559943368396489e-10,True,42.1434852920669,16QAM,True
HRP-000114,HRP,2,456,delivered,456,457,0,1,4,False,1,2.559943368396489e-10,True,46.979531661312805,16QAM,True
