packet_id,flow_id,priority,t_arrival_ms,t_first_tx_ms,t_done_ms,queue_delay_ms,sojourn_ms,deadline_ms,is_deadline_missed,outcome,tx_count,is_success,mcs,snr_db,bler,bandwidth_eff_mhz,bits_per_slot_eff,packet_bits
ETC-000150,ETC,1,839,839,840,0,1,1,False,delivered,1,True,16QAM,63.820648472876975,1.2799716841982445e-10,0.2,600,128
HRP-000210,HRP,2,840,840,841,0,1,4,False,delivered,1,True,16QAM,55.841966849344445,2.559943368396489e-10,0.2,600,256
SRP-000042,SRP,3,840,841,844,1,4,50,False,delivered,3,True,16QAM,60.979355380248705,1.5999646052478056e-09,0.2,600,1600
HRP-000211,HRP,2,844,844,845,0,1,4,False,delivered,1,True,16QAM,51.02264805943391,2.559943368396489e-10,0.2,600,256
ETC-000151,ETC,1,845,845,846,0,1,1,False,delivered,1,True,16QAM,63.55828459206555,1.2799716841982445e-10,0.2,600,128
ETC-000152,ETC,1,848,848,849,0,1,1,False,delivered,1,True,16QAM,64.29254500773554,1.2799716841982445e-10,0.2,600,128
HRP-000212,HRP,2,848,849,850,1,2,4,False,delivered,1,True,16QAM,64.99221556860404,2.559943368396489e-10,0.2,600,256
ETC-000153,ETC,1,852,852,853,0,1,1,False,delivered,1,True,16QAM,46.76461170373808,1.2799716841982445e-10,0.2,600,128
HRP-000213,HRP,2,852,854,855,2,3,4,False,delivered,1,True,16QAM,56.995662748445426,2.559943368396489e-10,0.2,600,256
ETC-000154,ETC,1,853,853,854,0,1,1,False,delivered,1,True,16QAM,60.36904219716989,1.2799716841982445e-10,0.2,600,128
ETC-000155,ETC,1,855,855,856,0,1,1,False,delivered,1,True,16QAM,58.85975634931525,1.2799716841982445e-10,0.2,600,128
HRP-000214,HRP,2,856,856,857,0,1,4,False,delivered,1,True,16QAM,53.8254174403269,2.559943368396489e-10,0.2,600,256
ETC-000156,ETC,1,858,858,859,0,1,1,False,delivered,1,True,16QAM,44.73120276977669,1.2799716841982445e-10,0.2,600,128
HRP-000215,HRP,2,860,860,861,0,1,4,False,delivered,1,True,16QAM,43.12067526674745,2.559943368396489e-10,0.2,600,256
SRP-000043,SRP,3,860,861,867,1,7,50,False,delivered,3,True,16QAM,61.402035104253244,1.5999646052478056e-09,0.2,600,1600
ETC-000157,ETC,1,863,863,864,0,1,1,False,delivered,1,True,16QAM,53.891566104383,1.2799716841982445e-10,0.2,600,128
HRP-000216,HRP,2,864,864,865,0,1,4,False,delivered,1,True,16QAM,56.779426717142556,2.559943368396489e-10,0.2,600,256
ETC-000158,ETC,1,865,865,866,0,1,1,False,delivered,1,True,16QAM,38.917413985157744,1.2799716841982445e-10,0.2,600,128
ETC-000159,ETC,1,867,867,868,0,1,1,False,delivered,1,True,16QAM,42.37645583879335,1.2799716841982445e-10,0.2,600,128
ETC-000160,ETC,1,868,868,869,0,1,1,False,delivered,1,True,16QAM,57.42788538654332,1.2799716841982445e-10,0.2,600,128
HRP-000217,HRP,2,868,869,870,1,2,4,False,delivered,1,True,16QAM,54.84186665502638,2.559943368396489e-10,0.2,600,256
HRP-000218,HRP,2,872,872,873,0,1,4,False,delivered,1,True,16QAM,68.84154242610548,2.559943368396489e-10,0.2,600,256
ETC-000161,ETC,1,873,873,874,0,1,1,False,delivered,1,True,16QAM,57.78095192124877,1.2799716841982445e-10,0.2,600,128
ETC-000162,ETC,1,875,875,876,0,1,1,False,delivered,1,True,16QAM,55.381389811357906,1.2799716841982445e-10,0.2,600,128
HRP-000219,HRP,2,876,876,877,0,1,4,False,delivered,1,True,16QAM,45.30553958630857,2.559943368396489e-10,0.2,600,256
HRP-000220,HRP,2,880,880,881,0,1,4,False,delivered,1,True,16QAM,48.859032511731556,2.559943368396489e-10,0.2,600,256
SRP-000044,SRP,3,880,881,884,1,4,50,False,delivered,3,True,16QAM,63.65141271359726,1.5999646052478056e-09,0.2,600,1600
HRP-000221,HRP,2,884,884,885,0,1,4,False,delivered,1,True,16QAM,61.66313617203797,2.559943368396489e-10,0.2,600,256
ETC-000163,ETC,1,887,887,888,0,1,1,False,delivered,1,True,16QAM,64.05429115636672,1.2799716841982445e-10,0.2,600,128
HRP-000222,HRP,2,888,888,889,0,1,4,False,delivered,1,True,16QAM,56.10807659889009,2.559943368396489e-10,0.2,600,256
HRP-000223,HRP,2,892,892,893,0,1,4,False,delivered,1,True,16QAM,60.125095161609366,2.559943368396489e-10,0.2,600,256
HRP-000224,HRP,2,896,896,897,0,1,4,False,delivered,1,True,16QAM,64.35673859494482,2.559943368396489e-10,0.2,600,256
ETC-000164,ETC,1,897,897,898,0,1,1,False,delivered,1,True,16QAM,64.47691471521334,1.2799716841982445e-10,0.2,600,128
ETC-000165,ETC,1,898,898,899,0,1,1,False,delivered,1,True,16QAM,43.05899680530692,1.2799716841982445e-10,0.2,600,128
ETC-000166,ETC,1,900,900,901,0,1,1,False,delivered,1,True,16QAM,57.06758493270962,1.2799716841982445e-10,0.2,600,128
HRP-000225,HRP,2,900,901,902,1,2,4,False,delivered,1,True,16QAM,49.594410024062874,2.559943368396489e-10,0.2,600,256
SRP-000045,SRP,3,900,902,906,2,6,50,False,delivered,3,True,16QAM,20.811591733854318,0.000545897060991507,0.2,600,1600
HRP-000226,HRP,2,904,904,905,0,1,4,False,delivered,1,True,16QAM,60.82490770129106,2.559943368396489e-10,0.2,600,256
ETC-000167,ETC,1,906,906,907,0,1,1,False,delivered,1,True,16QAM,47.832070037747194,1.2799716841982445e-10,0.2,600,128
ETC-000168,ETC,1,908,908,909,0,1,1,False,delivered,1,True,16QAM,44.99222790431347,1.2799716841982445e-10,0.2,600,128
HRP-000227,HRP,2,908,910,911,2,3,4,False,delivered,1,True,16QAM,57.45965141159849,2.559943368396489e-10,0.2,600,256
ETC-000169,ETC,1,909,909,910,0,1,1,False,delivered,1,True,16QAM,67.1408325588267,1.2799716841982445e-10,0.2,600,128
HRP-000228,HRP,2,912,912,913,0,1,4,False,delivered,1,True,16QAM,62.141379248071104,2.559943368396489e-10,0.2,600,256
HRP-000229,HRP,2,916,916,917,0,1,4,False,delivered,1,True,16QAM,64.0520442885722,2.559943368396489e-10,0.2,600,256
HRP-000230,HRP,2,920,920,921,0,1,4,False,delivered,1,True,16QAM,55.78893013043124,2.559943368396489e-10,0.2,600,256
SRP-000046,SRP,3,920,921,926,1,6,50,False,delivered,3,True,16QAM,64.06059298312616,1.5999646052478056e-09,0.2,600,1600
ETC-000170,ETC,1,923,923,924,0,1,1,False,delivered,1,True,16QAM,57.18841707582386,1.2799716841982445e-10,0.2,600,128
HRP-000231,HRP,2,924,924,925,0,1,4,False,delivered,1,True,16QAM,44.51103693533905,2.559943368396489e-10,0.2,600,256
ETC-000171,ETC,1,928,928,929,0,1,1,False,delivered,1,True,16QAM,44.749263573069825,1.2799716841982445e-10,0.2,600,128
HRP-000232,HRP,2,928,929,930,1,2,4,False,delivered,1,True,16QAM,70.17949887409591,2.559943368396489e-10,0.2,600,256
ETC-000172,ETC,1,932,932,933,0,1,1,False,delivered,1,True,16QAM,55.13260639575445,1.2799716841982445e-10,0.2,600,128
HRP-000233,HRP,2,932,933,934,1,2,4,False,delivered,1,True,16QAM,64.9669180930498,2.559943368396489e-10,0.2,600,256
HRP-000234,HRP,2,936,936,937,0,1,4,False,delivered,1,True,16QAM,57.99029899595534,2.559943368396489e-10,0.2,600,256
ETC-000173,ETC,1,940,940,941,0,1,1,False,delivered,1,True,16QAM,50.17543466874671,1.2799716841982445e-10,0.2,600,128
HRP-000235,HRP,2,940,941,942,1,2,4,False,delivered,1,True,16QAM,64.45139480306938,2.559943368396489e-10,0.2,600,256
SRP-000047,SRP,3,940,942,946,2,6,50,False,delivered,3,True,16QAM,60.88323501457141,1.5999646052478056e-09,0.2,600,1600
HRP-000236,HRP,2,944,944,945,0,1,4,False,delivered,1,True,16QAM,62.83164134897242,2.559943368396489e-10,0.2,600,256
HRP-000237,HRP,2,948,948,949,0,1,4,False,delivered,1,True,16QAM,55.68103965749907,2.559943368396489e-10,0.2,600,256
ETC-000174,ETC,1,949,949,950,0,1,1,False,delivered,1,True,16QAM,57.13110856013146,1.2799716841982445e-10,0.2,600,128
ETC-000175,ETC,1,951,951,952,0,1,1,False,delivered,1,True,16QAM,76.44267023749704,1.2799716841982445e-10,0.2,600,128
ETC-000176,ETC,1,952,952,953,0,1,1,False,delivered,1,True,16QAM,63.46956189304484,1.2799716841982445e-10,0.2,600,128
HRP-000238,HRP,2,952,953,954,1,2,4,False,delivered,1,True,16QAM,59.30661596598818,2.559943368396489e-10,0.2,600,256
ETC-000177,ETC,1,955,955,956,0,1,1,False,delivered,1,True,16QAM,46.71759667831236,1.2799716841982445e-10,0.2,600,128
HRP-000239,HRP,2,956,956,957,0,1,4,False,delivered,1,True,16QAM,48.610582102198094,2.559943368396489e-10,0.2,600,256
ETC-000178,ETC,1,958,958,959,0,1,1,False,delivered,1,True,16QAM,56.344394004508715,1.2799716841982445e-10,0.2,600,128
HRP-000240,HRP,2,960,960,961,0,1,4,False,delivered,1,True,16QAM,48.15992345664072,2.559943368396489e-10,0.2,600,256
SRP-000048,SRP,3,960,961,966,1,6,50,False,delivered,3,True,16QAM,61.76095485917629,1.5999646052478056e-09,0.2,600,1600
ETC-000179,ETC,1,962,962,963,0,1,1,False,delivered,1,True,16QAM,58.22591825292362,1.2799716841982445e-10,0.2,600,128
HRP-000241,HRP,2,964,964,965,0,1,4,False,delivered,1,True,16QAM,65.19199297348968,2.559943368396489e-10,0.2,600,256
HRP-000242,HRP,2,968,968,969,0,1,4,False,delivered,1,True,16QAM,59.17822585350053,2.559943368396489e-10,0.2,600,256
ETC-000180,ETC,1,969,969,970,0,1,1,False,delivered,1,True,16QAM,68.16266724410082,1.2799716841982445e-10,0.2,600,128
HRP-000243,HRP,2,972,972,973,0,1,4,False,delivered,1,True,16QAM,47.540058504814304,2.559943368396489e-10,0.2,600,256
ETC-000181,ETC,1,975,975,976,0,1,1,False,delivered,1,True,16QAM,38.604902225351346,1.2799716841982445e-10,0.2,600,128
HRP-000244,HRP,2,976,976,977,0,1,4,False,delivered,1,True,16QAM,61.277461792697856,2.559943368396489e-10,0.2,600,256
HRP-000245,HRP,2,980,980,981,0,1,4,False,delivered,1,True,16QAM,65.19598455063492,2.559943368396489e-10,0.2,600,256
SRP-000049,SRP,3,980,981,984,1,4,50,False,delivered,3,True,16QAM,47.62997706151094,1.5999646052478056e-09,0.2,600,1600
HRP-000246,HRP,2,984,984,985,0,1,4,False,delivered,1,True,16QAM,57.32189181484426,2.559943368396489e-10,0.2,600,256
HRP-000247,HRP,2,988,988,989,0,1,4,False,delivered,1,True,16QAM,59.82980621835674,2.559943368396489e-10,0.2,600,256
HRP-000248,HRP,2,992,992,993,0,1,4,False,delivered,1,True,16QAM,61.10335810293317,2.559943368396489e-10,0.2,600,256
ETC-000182,ETC,1,996,996,997,0,1,1,False,delivered,1,True,16QAM,59.33499507196831,1.2799716841982445e-10,0.2,600,128
HRP-000249,HRP,2,996,998,999,2,3,4,False,delivered,1,True,16QAM,59.20512485796317,2.559943368396489e-10,0.2,600,256
ETC-000183,ETC,1,997,997,998,0,1,1,False,delivered,1,True,16QAM,61.79627859766852,1.2799716841982445e-10,0.2,600,128
