packet_id,flow_id,priority,t_arrival_ms,t_first_tx_ms,t_done_ms,queue_delay_ms,sojourn_ms,deadline_ms,is_deadline_missed,outcome,tx_count,is_success,mcs,snr_db,bler,bandwidth_eff_mhz,bits_per_slot_eff,packet_bits
ETC-000077,ETC,1,400,400,401,0,1,1,False,delivered,1,True,16QAM,68.45857195177165,1.2799716841982445e-10,0.2,600,128
HRP-000100,HRP,2,400,401,402,1,2,4,False,delivered,1,True,16QAM,53.880123285131276,2.559943368396489e-10,0.2,600,256
SRP-000020,SRP,3,400,403,408,3,8,50,False,delivered,3,True,16QAM,58.3676635274379,1.5999646052478056e-09,0.2,600,1600
ETC-000078,ETC,1,402,402,403,0,1,1,False,delivered,1,True,16QAM,46.18479207669451,1.2799716841982445e-10,0.2,600,128
ETC-000079,ETC,1,404,404,405,0,1,1,False,delivered,1,True,16QAM,67.44019828754718,1.2799716841982445e-10,0.2,600,128
HRP-000101,HRP,2,404,405,406,1,2,4,False,delivered,1,True,16QAM,56.24825281272082,2.559943368396489e-10,0.2,600,256
HRP-000102,HRP,2,408,408,409,0,1,4,False,delivered,1,True,16QAM,48.27375987491128,2.559943368396489e-10,0.2,600,256
ETC-000080,ETC,1,409,409,410,0,1,1,False,delivered,1,True,16QAM,60.87411275568938,1.2799716841982445e-10,0.2,600,128
ETC-000081,ETC,1,411,411,412,0,1,1,False,delivered,1,True,16QAM,59.6732339588217,1.2799716841982445e-10,0.2,600,128
HRP-000103,HRP,2,412,412,413,0,1,4,False,delivered,1,True,16QAM,59.751345652552,2.559943368396489e-10,0.2,600,256
ETC-000082,ETC,1,416,416,417,0,1,1,False,delivered,1,True,16QAM,62.75715995088746,1.2799716841982445e-10,0.2,600,128
HRP-000104,HRP,2,416,417,418,1,2,4,False,delivered,1,True,16QAM,60.64001338127068,2.559943368396489e-10,0.2,600,256
HRP-000105,HRP,2,420,420,421,0,1,4,False,delivered,1,True,16QAM,52.497175857387866,2.559943368396489e-10,0.2,600,256
SRP-000021,SRP,3,420,421,424,1,4,50,False,delivered,3,True,16QAM,42.53618641655963,1.5999646052478056e-09,0.2,600,1600
HRP-000106,HRP,2,424,424,425,0,1,4,False,delivered,1,True,16QAM,58.09230255982421,2.559943368396489e-10,0.2,600,256
ETC-000083,ETC,1,428,428,429,0,1,1,False,delivered,1,True,16QAM,26.143111340051167,1.2799716841982445e-10,0.2,600,128
HRP-000107,HRP,2,428,429,430,1,2,4,False,delivered,1,True,16QAM,48.86391908602902,2.559943368396489e-10,0.2,600,256
ETC-000084,ETC,1,431,431,432,0,1,1,False,delivered,1,True,16QAM,64.58529173815018,1.2799716841982445e-10,0.2,600,128
HRP-000108,HRP,2,432,432,433,0,1,4,False,delivered,1,True,16QAM,67.4107427286828,2.559943368396489e-10,0.2,600,256
ETC-000085,ETC,1,433,433,434,0,1,1,False,delivered,1,True,16QAM,64.59230811018944,1.2799716841982445e-10,0.2,600,128
HRP-000109,HRP,2,436,436,437,0,1,4,False,delivered,1,True,16QAM,57.93602871152935,2.559943368396489e-10,0.2,600,256
HRP-000110,HRP,2,440,440,441,0,1,4,False,delivered,1,True,16QAM,65.11584992307482,2.559943368396489e-10,0.2,600,256
SRP-000022,SRP,3,440,441,444,1,4,50,False,delivered,3,True,16QAM,52.490013871761825,1.5999646052478056e-09,0.2,600,1600
HRP-000111,HRP,2,444,444,445,0,1,4,False,delivered,1,True,16QAM,57.65440052428982,2.559943368396489e-10,0.2,600,256
HRP-000112,HRP,2,448,448,449,0,1,4,False,delivered,1,True,16QAM,50.21727802449539,2.559943368396489e-10,0.2,600,256
HRP-000113,HRP,2,452,452,453,0,1,4,False,delivered,1,True,16QAM,57.572715474596734,2.559943368396489e-10,0.2,600,256
HRP-000114,HRP,2,456,456,457,0,1,4,False,delivered,1,True,16QAM,54.13298939844207,2.559943368396489e-10,0.2,600,256
HRP-000115,HRP,2,460,460,461,0,1,4,False,delivered,1,True,16QAM,61.170489517814204,2.559943368396489e-10,0.2,600,256
SRP-000023,SRP,3,460,461,464,1,4,50,False,delivered,3,True,16QAM,52.37694374820741,1.5999646052478056e-09,0.2,600,1600
ETC-000086,ETC,1,464,464,465,0,1,1,False,delivered,1,True,16QAM,35.38763962483115,1.2799716841982445e-10,0.2,600,128
HRP-000116,HRP,2,464,465,466,1,2,4,False,delivered,1,True,16QAM,62.57698878876188,2.559943368396489e-10,0.2,600,256
ETC-000087,ETC,1,468,468,469,0,1,1,False,delivered,1,True,16QAM,65.52685918199221,1.2799716841982445e-10,0.2,600,128
HRP-000117,HRP,2,468,,472,,4,4,True,dropped_deadline,0,False,,,0.0,0.2,0,256
ETC-000088,ETC,1,469,469,470,0,1,1,False,delivered,1,True,16QAM,59.3439251037234,1.2799716841982445e-10,0.2,600,128
ETC-000089,ETC,1,470,470,471,0,1,1,False,delivered,1,True,16QAM,65.2742559969264,1.2799716841982445e-10,0.2,600,128
ETC-000090,ETC,1,471,471,472,0,1,1,False,delivered,1,True,16QAM,48.751246457831094,1.2799716841982445e-10,0.2,600,128
HRP-000118,HRP,2,472,472,473,0,1,4,False,delivered,1,True,16QAM,67.80794701923475,2.559943368396489e-10,0.2,600,256
ETC-000091,ETC,1,476,476,477,0,1,1,False,delivered,1,True,16QAM,54.29103115471676,1.2799716841982445e-10,0.2,600,128
HRP-000119,HRP,2,476,477,478,1,2,4,False,delivered,1,True,16QAM,52.076876259758265,2.559943368396489e-10,0.2,600,256
HRP-000120,HRP,2,480,480,481,0,1,4,False,delivered,1,True,16QAM,51.27399231982352,2.559943368396489e-10,0.2,600,256
SRP-000024,SRP,3,480,481,484,1,4,50,False,delivered,3,True,16QAM,56.87725782074675,1.5999646052478056e-09,0.2,600,1600
ETC-000092,ETC,1,484,484,485,0,1,1,False,delivered,1,True,16QAM,54.29372908196466,1.2799716841982445e-10,0.2,600,128
HRP-000121,HRP,2,484,485,486,1,2,4,False,delivered,1,True,16QAM,61.3494467366344,2.559943368396489e-10,0.2,600,256
ETC-000093,ETC,1,487,487,488,0,1,1,False,delivered,1,True,16QAM,56.51425208120077,1.2799716841982445e-10,0.2,600,128
ETC-000094,ETC,1,488,488,489,0,1,1,False,delivered,1,True,16QAM,56.00470817395703,1.2799716841982445e-10,0.2,600,128
HRP-000122,HRP,2,488,489,490,1,2,4,False,delivered,1,True,16QAM,49.24298048014058,2.559943368396489e-10,0.2,600,256
ETC-000095,ETC,1,491,491,492,0,1,1,False,delivered,1,True,16QAM,67.93252801887712,1.2799716841982445e-10,0.2,600,128
HRP-000123,HRP,2,492,492,493,0,1,4,False,delivered,1,True,16QAM,62.922956751119145,2.559943368396489e-10,0.2,600,256
HRP-000124,HRP,2,496,496,497,0,1,4,False,delivered,1,True,16QAM,65.03278759534913,2.559943368396489e-10,0.2,600,256
HRP-000125,HRP,2,500,500,501,0,1,4,False,delivered,1,True,16QAM,57.45081768464347,2.559943368396489e-10,0.2,600,256
SRP-000025,SRP,3,500,501,504,1,4,50,False,delivered,3,True,16QAM,61.73553191846561,1.5999646052478056e-09,0.2,600,1600
HRP-000126,HRP,2,504,504,505,0,1,4,False,delivered,1,True,16QAM,64.54725987362862,2.559943368396489e-10,0.2,600,256
HRP-000127,HRP,2,508,508,509,0,1,4,False,delivered,1,True,16QAM,49.68491014730013,2.559943368396489e-10,0.2,600,256
HRP-000128,HRP,2,512,512,513,0,1,4,False,delivered,1,True,16QAM,66.00621966294457,2.559943368396489e-10,0.2,600,256
HRP-000129,HRP,2,516,516,517,0,1,4,False,delivered,1,True,16QAM,57.58544981067979,2.559943368396489e-10,0.2,600,256
ETC-000096,ETC,1,519,519,520,0,1,1,False,delivered,1,True,16QAM,59.47454540006632,1.2799716841982445e-10,0.2,600,128
HRP-000130,HRP,2,520,520,521,0,1,4,False,delivered,1,True,16QAM,64.68178299715424,2.559943368396489e-10,0.2,600,256
SRP-000026,SRP,3,520,521,526,1,6,50,False,delivered,3,True,16QAM,61.476956590581,1.5999646052478056e-09,0.2,600,1600
ETC-000097,ETC,1,523,523,524,0,1,1,False,delivered,1,True,16QAM,53.4659359460866,1.2799716841982445e-10,0.2,600,128
HRP-000131,HRP,2,524,524,525,0,1,4,False,delivered,1,True,16QAM,67.2548027593641,2.559943368396489e-10,0.2,600,256
HRP-000132,HRP,2,528,528,529,0,1,4,False,delivered,1,True,16QAM,52.395483494775206,2.559943368396489e-10,0.2,600,256
HRP-000133,HRP,2,532,532,533,0,1,4,False,delivered,1,True,16QAM,46.47198718657431,2.559943368396489e-10,0.2,600,256
HRP-000134,HRP,2,536,536,537,0,1,4,False,delivered,1,True,16QAM,37.120730768856276,2.559943368396489e-10,0.2,600,256
HRP-000135,HRP,2,540,540,541,0,1,4,False,delivered,1,True,16QAM,59.88631608307634,2.559943368396489e-10,0.2,600,256
SRP-000027,SRP,3,540,542,546,2,6,50,False,delivered,3,True,16QAM,57.427109051762095,1.5999646052478056e-09,0.2,600,1600
ETC-000098,ETC,1,541,541,542,0,1,1,False,delivered,1,True,16QAM,57.41339760292612,1.2799716841982445e-10,0.2,600,128
HRP-000136,HRP,2,544,544,545,0,1,4,False,delivered,1,True,16QAM,63.76531216016359,2.559943368396489e-10,0.2,600,256
HRP-000137,HRP,2,548,548,549,0,1,4,False,delivered,1,True,16QAM,63.31395106156932,2.559943368396489e-10,0.2,600,256
ETC-000099,ETC,1,551,551,552,0,1,1,False,delivered,1,True,16QAM,61.4345010677079,1.2799716841982445e-10,0.2,600,128
ETC-000100,ETC,1,552,552,553,0,1,1,False,delivered,1,True,16QAM,63.93266835418431,1.2799716841982445e-10,0.2,600,128
HRP-000138,HRP,2,552,553,554,1,2,4,False,delivered,1,True,16QAM,53.4889027243947,2.559943368396489e-10,0.2,600,256
HRP-000139,HRP,2,556,556,557,0,1,4,False,delivered,1,True,16QAM,51.20233088208589,2.559943368396489e-10,0.2,600,256
ETC-000101,ETC,1,559,559,560,0,1,1,False,delivered,1,True,16QAM,35.083970426518846,1.2799716841982445e-10,0.2,600,128
HRP-000140,HRP,2,560,560,561,0,1,4,False,delivered,1,True,16QAM,60.597894278109344,2.559943368396489e-10,0.2,600,256
SRP-000028,SRP,3,560,561,564,1,4,50,False,delivered,3,True,16QAM,57.175530738444884,1.5999646052478056e-09,0.2,600,1600
HRP-000141,HRP,2,564,564,565,0,1,4,False,delivered,1,True,16QAM,64.74942123799202,2.559943368396489e-10,0.2,600,256
ETC-000102,ETC,1,565,565,566,0,1,1,False,delivered,1,True,16QAM,59.39256452420523,1.2799716841982445e-10,0.2,600,128
HRP-000142,HRP,2,568,568,569,0,1,4,False,delivered,1,True,16QAM,61.50676679198285,2.559943368396489e-10,0.2,600,256
ETC-000103,ETC,1,569,569,570,0,1,1,False,delivered,1,True,16QAM,57.60176274204079,1.2799716841982445e-10,0.2,600,128
ETC-000104,ETC,1,571,571,572,0,1,1,False,delivered,1,True,16QAM,59.72364217425958,1.2799716841982445e-10,0.2,600,128
HRP-000143,HRP,2,572,572,573,0,1,4,False,delivered,1,True,16QAM,63.6721835507415,2.559943368396489e-10,0.2,600,256
HRP-000144,HRP,2,576,576,577,0,1,4,False,delivered,1,True,16QAM,52.98059742073916,2.559943368396489e-10,0.2,600,256
ETC-000105,ETC,1,577,577,578,0,1,1,False,delivered,1,True,16QAM,61.761976678290836,1.2799716841982445e-10,0.2,600,128
ETC-000106,ETC,1,578,578,579,0,1,1,False,delivered,1,True,16QAM,37.76875525313421,1.2799716841982445e-10,0.2,600,128
HRP-000145,HRP,2,580,580,581,0,1,4,False,delivered,1,True,16QAM,52.911690645011696,2.559943368396489e-10,0.2,600,256
SRP-000029,SRP,3,580,582,587,2,7,50,False,delivered,3,True,16QAM,60.08734729484368,1.5999646052478056e-09,0.2,600,1600
ETC-000107,ETC,1,581,581,582,0,1,1,False,delivered,1,True,16QAM,60.94426611490971,1.2799716841982445e-10,0.2,600,128
HRP-000146,HRP,2,584,584,585,0,1,4,False,delivered,1,True,16QAM,71.13681233200808,2.559943368396489e-10,0.2,600,256
ETC-000108,ETC,1,585,585,586,0,1,1,False,delivered,1,True,16QAM,58.891987853204796,1.2799716841982445e-10,0.2,600,128
HRP-000147,HRP,2,588,588,589,0,1,4,False,delivered,1,True,16QAM,52.38396656250779,2.559943368396489e-10,0.2,600,256
HRP-000148,HRP,2,592,592,593,0,1,4,False,delivered,1,True,16QAM,40.57102464877907,2.559943368396489e-10,0.2,600,256
HRP-000149,HRP,2,596,596,597,0,1,4,False,delivered,1,True,16QAM,66.86045932806022,2.559943368396489e-10,0.2,600,256
HRP-000150,HRP,2,600,600,601,0,1,4,False,delivered,1,True,16QAM,62.794158645527915,2.559943368396489e-10,0.2,600,256
SRP-000030,SRP,3,600,602,606,2,6,50,False,delivered,3,True,16QAM,61.994542499222035,1.5999646052478056e-09,0.2,600,1600
ETC-000109,ETC,1,601,601,602,0,1,1,False,delivered,1,True,16QAM,55.5403745318349,1.2799716841982445e-10,0.2,600,128
HRP-000151,HRP,2,604,604,605,0,1,4,False,delivered,1,True,16QAM,38.857912477282774,2.559943368396489e-10,0.2,600,256
HRP-000152,HRP,2,608,608,609,0,1,4,False,delivered,1,True,16QAM,56.23462307968567,2.559943368396489e-10,0.2,600,256
ETC-000110,ETC,1,612,612,613,0,1,1,False,delivered,1,True,16QAM,59.45097927106575,1.2799716841982445e-10,0.2,600,128
HRP-000153,HRP,2,612,613,614,1,2,4,False,delivered,1,True,16QAM,66.97521208491891,2.559943368396489e-10,0.2,600,256
ETC-000111,ETC,1,614,614,615,0,1,1,False,delivered,1,True,16QAM,64.28644114156239,1.2799716841982445e-10,0.2,600,128
HRP-000154,HRP,2,616,616,617,0,1,4,False,delivered,1,True,16QAM,65.6930647428454,2.559943368396489e-10,0.2,600,256
ETC-000112,ETC,1,618,618,619,0,1,1,False,delivered,1,True,16QAM,64.41633072203638,1.2799716841982445e-10,0.2,600,128
ETC-000113,ETC,1,619,619,620,0,1,1,False,delivered,1,True,16QAM,49.757151227649175,1.2799716841982445e-10,0.2,600,128
HRP-000155,HRP,2,620,620,621,0,1,4,False,delivered,1,True,16QAM,59.489218308855115,2.559943368396489e-10,0.2,600,256
SRP-000031,SRP,3,620,621,624,1,4,50,False,delivered,3,True,16QAM,54.30262437840227,1.5999646052478056e-09,0.2,600,1600
HRP-000156,HRP,2,624,624,625,0,1,4,False,delivered,1,True,16QAM,61.16348564764641,2.559943368396489e-10,0.2,600,256
HRP-000157,HRP,2,628,628,629,0,1,4,False,delivered,1,True,16QAM,63.50096104756883,2.559943368396489e-10,0.2,600,256
ETC-000114,ETC,1,632,632,633,0,1,1,False,delivered,1,True,16QAM,71.23611849121613,1.2799716841982445e-10,0.2,600,128
HRP-000158,HRP,2,632,633,634,1,2,4,False,delivered,1,True,16QAM,41.58639783436031,2.559943368396489e-10,0.2,600,256
HRP-000159,HRP,2,636,636,637,0,1,4,False,delivered,1,True,16QAM,40.59527907055029,2.559943368396489e-10,0.2,600,256
HRP-000160,HRP,2,640,640,641,0,1,4,False,delivered,1,True,16QAM,57.072781406322164,2.559943368396489e-10,0.2,600,256
SRP-000032,SRP,3,640,641,647,1,7,50,False,delivered,3,True,16QAM,60.219885445953366,1.5999646052478056e-09,0.2,600,1600
ETC-000115,ETC,1,643,643,644,0,1,1,False,delivered,1,True,16QAM,61.28982576964503,1.2799716841982445e-10,0.2,600,128
HRP-000161,HRP,2,644,644,645,0,1,4,False,delivered,1,True,16QAM,53.853695887266326,2.559943368396489e-10,0.2,600,256
ETC-000116,ETC,1,645,645,646,0,1,1,False,delivered,1,True,16QAM,46.9904237120203,1.2799716841982445e-10,0.2,600,128
HRP-000162,HRP,2,648,648,649,0,1,4,False,delivered,1,True,16QAM,58.40250592442427,2.559943368396489e-10,0.2,600,256
ETC-000117,ETC,1,651,651,652,0,1,1,False,delivered,1,True,16QAM,68.04092162554008,1.2799716841982445e-10,0.2,600,128
HRP-000163,HRP,2,652,652,653,0,1,4,False,delivered,1,True,16QAM,64.79853943185886,2.559943368396489e-10,0.2,600,256
ETC-000118,ETC,1,656,656,657,0,1,1,False,delivered,1,True,16QAM,66.57473430361162,1.2799716841982445e-10,0.2,600,128
HRP-000164,HRP,2,656,658,659,2,3,4,False,delivered,1,True,16QAM,65.16393166332078,2.559943368396489e-10,0.2,600,256
ETC-000119,ETC,1,657,657,658,0,1,1,False,delivered,1,True,16QAM,39.663268799682754,1.2799716841982445e-10,0.2,600,128
HRP-000165,HRP,2,660,660,661,0,1,4,False,delivered,1,True,16QAM,46.88120598699694,2.559943368396489e-10,0.2,600,256
SRP-000033,SRP,3,660,661,664,1,4,50,False,delivered,3,True,16QAM,38.32521252411267,1.5999646052478056e-09,0.2,600,1600
HRP-000166,HRP,2,664,664,665,0,1,4,False,delivered,1,True,16QAM,70.252657630405,2.559943368396489e-10,0.2,600,256
ETC-000120,ETC,1,665,665,666,0,1,1,False,delivered,1,True,16QAM,54.97898290713295,1.2799716841982445e-10,0.2,600,128
HRP-000167,HRP,2,668,668,669,0,1,4,False,delivered,1,True,16QAM,50.94310167015885,2.559943368396489e-10,0.2,600,256
ETC-000121,ETC,1,669,669,670,0,1,1,False,delivered,1,True,16QAM,48.77400995201544,1.2799716841982445e-10,0.2,600,128
HRP-000168,HRP,2,672,672,673,0,1,4,False,delivered,1,True,16QAM,61.99099849564338,2.559943368396489e-10,0.2,600,256
HRP-000169,HRP,2,676,676,677,0,1,4,False,delivered,1,True,16QAM,67.28325436838767,2.559943368396489e-10,0.2,600,256
ETC-000122,ETC,1,677,677,678,0,1,1,False,delivered,1,True,16QAM,62.24165927084164,1.2799716841982445e-10,0.2,600,128
HRP-000170,HRP,2,680,680,681,0,1,4,False,delivered,1,True,16QAM,56.894897608311766,2.559943368396489e-10,0.2,600,256
SRP-000034,SRP,3,680,683,690,3,10,50,False,delivered,3,True,16QAM,69.57961486488598,1.5999646052478056e-09,0.2,600,1600
ETC-000123,ETC,1,681,681,682,0,1,1,False,delivered,1,True,16QAM,53.585930009829156,1.2799716841982445e-10,0.2,600,128
ETC-000124,ETC,1,682,682,683,0,1,1,False,delivered,1,True,16QAM,61.46277833621686,1.2799716841982445e-10,0.2,600,128
ETC-000125,ETC,1,684,684,685,0,1,1,False,delivered,1,True,16QAM,61.54748056073407,1.2799716841982445e-10,0.2,600,128
HRP-000171,HRP,2,684,686,687,2,3,4,False,delivered,1,True,16QAM,59.74605309458059,2.559943368396489e-10,0.2,600,256
ETC-000126,ETC,1,685,685,686,0,1,1,False,delivered,1,True,16QAM,62.58176829497068,1.2799716841982445e-10,0.2,600,128
HRP-000172,HRP,2,688,688,689,0,1,4,False,delivered,1,True,16QAM,41.821958708929216,2.559943368396489e-10,0.2,600,256
HRP-000173,HRP,2,692,692,693,0,1,4,False,delivered,1,True,16QAM,58.192604480505125,2.559943368396489e-10,0.2,600,256
HRP-000174,HRP,2,696,696,697,0,1,4,False,delivered,1,True,16QAM,60.19322175850914,2.559943368396489e-10,0.2,600,256
ETC-000127,ETC,1,699,699,700,0,1,1,False,delivered,1,True,16QAM,62.809478419425105,1.2799716841982445e-10,0.2,600,128
HRP-000175,HRP,2,700,700,701,0,1,4,False,delivered,1,True,16QAM,68.7817207455688,2.559943368396489e-10,0.2,600,256
SRP-000035,SRP,3,700,701,704,1,4,50,False,delivered,3,True,16QAM,58.76978535200226,1.5999646052478056e-09,0.2,600,1600
HRP-000176,HRP,2,704,704,705,0,1,4,False,delivered,1,True,16QAM,66.97614843183868,2.559943368396489e-10,0.2,600,256
HRP-000177,HRP,2,708,708,709,0,1,4,False,delivered,1,True,16QAM,65.07276919079692,2.559943368396489e-10,0.2,600,256
ETC-000128,ETC,1,710,710,711,0,1,1,False,delivered,1,True,16QAM,58.84312519875998,1.2799716841982445e-10,0.2,600,128
HRP-000178,HRP,2,712,712,713,0,1,4,False,delivered,1,True,16QAM,54.14840927269468,2.559943368396489e-10,0.2,600,256
HRP-000179,HRP,2,716,716,717,0,1,4,False,delivered,1,True,16QAM,63.957138752595085,2.559943368396489e-10,0.2,600,256
ETC-000129,ETC,1,719,719,720,0,1,1,False,delivered,1,True,16QAM,54.974195148114966,1.2799716841982445e-10,0.2,600,128
HRP-000180,HRP,2,720,720,721,0,1,4,False,delivered,1,True,16QAM,70.53021089294519,2.559943368396489e-10,0.2,600,256
SRP-000036,SRP,3,720,723,727,3,7,50,False,delivered,3,True,16QAM,54.40887561024852,1.5999646052478056e-09,0.2,600,1600
ETC-000130,ETC,1,721,721,722,0,1,1,False,delivered,1,True,16QAM,53.363305670646255,1.2799716841982445e-10,0.2,600,128
ETC-000131,ETC,1,722,722,723,0,1,1,False,delivered,1,True,16QAM,63.53917357226492,1.2799716841982445e-10,0.2,600,128
HRP-000181,HRP,2,724,724,725,0,1,4,False,delivered,1,True,16QAM,54.71276924847818,2.559943368396489e-10,0.2,600,256
HRP-000182,HRP,2,728,728,729,0,1,4,False,delivered,1,True,16QAM,64.67228489672918,2.559943368396489e-10,0.2,600,256
HRP-000183,HRP,2,732,732,733,0,1,4,False,delivered,1,True,16QAM,65.5956073473531,2.559943368396489e-10,0.2,600,256
ETC-000132,ETC,1,733,733,734,0,1,1,False,delivered,1,True,16QAM,64.39474194648668,1.2799716841982445e-10,0.2,600,128
HRP-000184,HRP,2,736,736,737,0,1,4,False,delivered,1,True,16QAM,59.77097454025805,2.559943368396489e-10,0.2,600,256
HRP-000185,HRP,2,740,740,741,0,1,4,False,delivered,1,True,16QAM,53.54084912159454,2.559943368396489e-10,0.2,600,256
SRP-000037,SRP,3,740,741,744,1,4,50,False,delivered,3,True,16QAM,56.035749701782514,1.5999646052478056e-09,0.2,600,1600
HRP-000186,HRP,2,744,744,745,0,1,4,False,delivered,1,True,16QAM,56.417395226265114,2.559943368396489e-10,0.2,600,256
ETC-000133,ETC,1,748,748,749,0,1,1,False,delivered,1,True,16QAM,48.64772166999578,1.2799716841982445e-10,0.2,600,128
HRP-000187,HRP,2,748,750,751,2,3,4,False,delivered,1,True,16QAM,63.24072700756975,2.559943368396489e-10,0.2,600,256
ETC-000134,ETC,1,749,749,750,0,1,1,False,delivered,1,True,16QAM,57.22453146171099,1.2799716841982445e-10,0.2,600,128
HRP-000188,HRP,2,752,752,753,0,1,4,False,delivered,1,True,16QAM,59.38750630264057,2.559943368396489e-10,0.2,600,256
ETC-000135,ETC,1,753,753,754,0,1,1,False,delivered,1,True,16QAM,68.54376617168282,1.2799716841982445e-10,0.2,600,128
ETC-000136,ETC,1,754,754,755,0,1,1,False,delivered,1,True,16QAM,38.31123199979387,1.2799716841982445e-10,0.2,600,128
HRP-000189,HRP,2,756,756,757,0,1,4,False,delivered,1,True,16QAM,61.80060199797055,2.559943368396489e-10,0.2,600,256
HRP-000190,HRP,2,760,760,761,0,1,4,False,delivered,1,True,16QAM,48.09985050658666,2.559943368396489e-10,0.2,600,256
SRP-000038,SRP,3,760,761,766,1,6,50,False,delivered,3,True,16QAM,47.61007748613857,1.5999646052478056e-09,0.2,600,1600
ETC-000137,ETC,1,762,762,763,0,1,1,False,delivered,1,True,16QAM,53.661896008639246,1.2799716841982445e-10,0.2,600,128
HRP-000191,HRP,2,764,764,765,0,1,4,False,delivered,1,True,16QAM,64.65371922355345,2.559943368396489e-10,0.2,600,256
HRP-000192,HRP,2,768,768,769,0,1,4,False,delivered,1,True,16QAM,71.80319566393146,2.559943368396489e-10,0.2,600,256
ETC-000138,ETC,1,770,770,771,0,1,1,False,delivered,1,True,16QAM,61.61624498062271,1.2799716841982445e-10,0.2,600,128
ETC-000139,ETC,1,771,771,772,0,1,1,False,delivered,1,True,16QAM,61.447436047417874,1.2799716841982445e-10,0.2,600,128
HRP-000193,HRP,2,772,772,773,0,1,4,False,delivered,1,True,16QAM,65.63831877263176,2.559943368396489e-10,0.2,600,256
ETC-000140,ETC,1,775,775,776,0,1,1,False,delivered,1,True,16QAM,60.2901747150791,1.2799716841982445e-10,0.2,600,128
HRP-000194,HRP,2,776,776,777,0,1,4,False,delivered,1,True,16QAM,40.09113059619982,2.559943368396489e-10,0.2,600,256
ETC-000141,ETC,1,779,779,780,0,1,1,False,delivered,1,True,16QAM,37.23172837486847,1.2799716841982445e-10,0.2,600,128
HRP-000195,HRP,2,780,780,781,0,1,4,False,delivered,1,True,16QAM,67.14752680320325,2.559943368396489e-10,0.2,600,256
SRP-000039,SRP,3,780,782,786,2,6,50,False,delivered,3,True,16QAM,65.75456136013722,1.5999646052478056e-09,0.2,600,1600
ETC-000142,ETC,1,781,781,782,0,1,1,False,delivered,1,True,16QAM,64.79039929933163,1.2799716841982445e-10,0.2,600,128
HRP-000196,HRP,2,784,784,785,0,1,4,False,delivered,1,True,16QAM,68.18080434226059,2.559943368396489e-10,0.2,600,256
HRP-000197,HRP,2,788,788,789,0,1,4,False,delivered,1,True,16QAM,57.28721578710107,2.559943368396489e-10,0.2,600,256
ETC-000143,ETC,1,792,792,793,0,1,1,False,delivered,1,True,16QAM,56.0704700109246,1.2799716841982445e-10,0.2,600,128
HRP-000198,HRP,2,792,793,794,1,2,4,False,delivered,1,True,16QAM,57.76770127394006,2.559943368396489e-10,0.2,600,256
ETC-000144,ETC,1,795,795,796,0,1,1,False,delivered,1,True,16QAM,49.50020312276785,1.2799716841982445e-10,0.2,600,128
HRP-000199,HRP,2,796,796,797,0,1,4,False,delivered,1,True,16QAM,56.626539059583806,2.559943368396489e-10,0.2,600,256
ETC-000145,ETC,1,797,797,798,0,1,1,False,delivered,1,True,16QAM,54.65853462258984,1.2799716841982445e-10,0.2,600,128
HRP-000200,HRP,2,800,800,801,0,1,4,False,delivered,1,True,16QAM,61.84810609097573,2.559943368396489e-10,0.2,600,256
SRP-000040,SRP,3,800,802,806,2,6,50,False,delivered,3,True,16QAM,68.22153220981617,1.5999646052478056e-09,0.2,600,1600
ETC-000146,ETC,1,801,801,802,0,1,1,False,delivered,1,True,16QAM,33.74674796432005,1.2799716841982445e-10,0.2,600,128
HRP-000201,HRP,2,804,804,805,0,1,4,False,delivered,1,True,16QAM,64.23351675498694,2.559943368396489e-10,0.2,600,256
ETC-000147,ETC,1,808,808,809,0,1,1,False,delivered,1,True,16QAM,58.962570816714795,1.2799716841982445e-10,0.2,600,128
HRP-000202,HRP,2,808,809,810,1,2,4,False,delivered,1,True,16QAM,62.99634538708176,2.559943368396489e-10,0.2,600,256
ETC-000148,ETC,1,810,810,811,0,1,1,False,delivered,1,True,16QAM,61.380562142940335,1.2799716841982445e-10,0.2,600,128
ETC-000149,ETC,1,812,812,813,0,1,1,False,delivered,1,True,16QAM,46.77036520878762,1.2799716841982445e-10,0.2,600,128
HRP-000203,HRP,2,812,813,814,1,2,4,False,delivered,1,True,16QAM,43.9701462437295,2.559943368396489e-10,0.2,600,256
HRP-000204,HRP,2,816,816,817,0,1,4,False,delivered,1,True,16QAM,78.94150938770403,2.559943368396489e-10,0.2,600,256
HRP-000205,HRP,2,820,820,821,0,1,4,False,delivered,1,True,16QAM,53.36312098199949,2.559943368396489e-10,0.2,600,256
SRP-000041,SRP,3,820,821,824,1,4,50,False,delivered,3,True,16QAM,68.64713946046068,1.5999646052478056e-09,0.2,600,1600
HRP-000206,HRP,2,824,824,825,0,1,4,False,delivered,1,True,16QAM,63.140612676746244,2.559943368396489e-10,0.2,600,256
HRP-000207,HRP,2,828,828,829,0,1,4,False,delivered,1,True,16QAM,67.18622826434614,2.559943368396489e-10,0.2,600,256
HRP-000208,HRP,2,832,832,833,0,1,4,False,delivered,1,True,16QAM,40.61611938812071,2.559943368396489e-10,0.2,600,256
HRP-000209,HRP,2,836,836,837,0,1,4,False,delivered,1,True,16QAM,65.07567904655508,2.559943368396489e-10,0.2,600,256
